timestamp,run_id,rank,lat,lon,species,hsi_pct,phi,sst,chl,npp,do,depth_m,mld_m,z20_m,front_pct,eddy_pct,convergence_pct,cpue_index,cpue_ci_low,cpue_ci_high,gfw_density,hook_depth_optimal,distance_nm,eez
2026-02-25 04:20:49,20260225_042049,14,23.5000,132.7500,japanese_flying_squid,0,3.23,21.3,0.1353,1524,0.0,4342,111,146,0.333,0.0,1.0,40,29,54,0.078,80,693,公海
2026-02-25 04:20:49,20260225_042049,15,25.0000,126.7500,japanese_flying_squid,0,3.06,22.3,0.0890,1059,0.0,1650,110,184,0.333,0.0,0.561,38,28,53,0.529,82,386,公海
2026-02-25 04:20:49,20260225_042049,16,25.7500,141.0000,pacific_saury,0,3.19,21.8,0.1689,1939,0.0,1658,26,94,0.36,0.0,0.681,41,30,55,0.146,13,1163,日本EEZ
2026-02-25 04:20:49,20260225_042049,17,25.7500,143.5000,pacific_saury,0,3.40,20.5,0.1536,1623,0.0,2296,84,85,0.462,0.0,0.0,42,31,56,0.106,17,1300,日本EEZ
2026-02-25 04:20:49,20260225_042049,18,25.7500,144.0000,pacific_saury,0,3.28,21.3,0.1452,1612,0.0,1449,28,38,0.36,0.0,0.0,41,31,57,0.096,12,1327,日本EEZ
2026-02-25 04:20:49,20260225_042049,19,7.2500,126.7500,yellowfin,0,2.21,28.6,0.1364,2589,0.0,2856,53,136,0.333,0.0,1.0,50,40,63,0.217,81,989,菲律賓EEZ
2026-02-25 04:20:49,20260225_042049,20,7.2500,134.5000,yellowfin,0,2.16,29.2,0.0890,1757,0.0,2252,35,128,0.333,0.0,1.0,53,42,66,0.199,79,1212,帛琉EEZ
2026-02-25 04:36:42,20260225_043642,1,6.2500,125.7500,yellowfin,0,2.15,28.5,0.2888,5000,0.0,890,39,145,0.41,0.011,1.0,53,42,67,0.192,81,1027,菲律賓EEZ
2026-02-25 04:36:42,20260225_043642,2,6.7500,126.0000,yellowfin,0,2.19,28.4,0.3388,5000,0.0,920,54,150,0.578,0.0,1.0,54,43,67,0.188,81,1003,菲律賓EEZ
2026-02-25 04:36:42,20260225_043642,3,6.7500,126.5000,yellowfin,0,2.24,28.4,0.1509,2827,0.0,1280,43,127,0.333,0.0,0.0,53,42,66,0.232,81,1012,菲律賓EEZ
2026-02-25 04:36:42,20260225_043642,4,9.0000,126.2500,bigeye,0,5.67,24.4,1.3916,5000,0.0,1311,30,150,0.667,0.0,1.0,36,28,47,0.082,169,881,菲律賓EEZ
2026-02-25 04:36:42,20260225_043642,5,10.7500,125.7500,bigeye,0,5.32,24.4,0.9697,5000,0.0,913,30,150,0.764,0.0,1.0,37,28,47,0.022,169,773,菲律賓EEZ
2026-02-25 04:36:42,20260225_043642,6,18.7500,129.0000,bigeye,0,5.69,24.0,0.0890,1212,0.0,5464,101,208,0.333,0.0,0.0,36,28,48,0.100,169,536,公海
2026-02-25 04:36:42,20260225_043642,7,5.0000,128.5000,skipjack,0,1.64,28.8,0.0000,nan,0.0,5536,29,86,0.0,0.0,0.979,55,46,68,0.571,22,1150,公海
2026-02-25 04:36:42,20260225_043642,8,5.0000,129.0000,skipjack,0,1.64,28.9,0.0000,nan,0.0,5017,23,109,0.0,0.0,1.0,55,45,67,0.613,22,1162,公海
2026-02-25 04:36:42,20260225_043642,9,5.0000,129.5000,skipjack,0,1.65,28.9,0.0000,nan,0.0,5068,22,137,0.0,0.0,0.0,54,44,66,0.640,22,1174,公海
2026-02-25 04:36:42,20260225_043642,10,20.5000,129.5000,albacore,0,3.32,23.5,0.0890,1168,0.0,5772,78,187,0.667,0.0,0.0,30,21,40,0.143,124,526,公海
2026-02-25 04:36:42,20260225_043642,11,21.0000,126.2500,albacore,0,3.24,23.9,0.2461,3292,0.0,5468,90,171,0.333,0.0,0.394,30,23,40,0.582,125,344,公海
2026-02-25 04:36:42,20260225_043642,12,21.0000,130.0000,albacore,0,3.51,22.3,0.0890,1080,0.0,5610,121,175,0.366,0.0,0.544,30,22,39,0.127,121,547,公海
2026-02-25 04:36:42,20260225_043642,13,23.2500,134.0000,japanese_flying_squid,0,3.08,22.4,0.1289,1551,0.0,4607,26,151,0.667,0.0,0.225,39,29,54,0.117,82,761,公海
2026-02-25 04:36:42,20260225_043642,14,23.5000,132.7500,japanese_flying_squid,0,3.23,21.3,0.1353,1524,0.0,4342,111,146,0.333,0.0,1.0,37,27,50,0.078,80,693,公海
2026-02-25 04:36:42,20260225_043642,15,25.0000,126.7500,japanese_flying_squid,0,3.06,22.3,0.0890,1059,0.0,1650,110,184,0.333,0.0,0.561,40,29,55,0.529,82,386,公海
2026-02-25 04:36:42,20260225_043642,16,25.7500,141.0000,pacific_saury,0,3.19,21.8,0.1689,1939,0.0,1658,26,94,0.36,0.0,0.681,41,30,54,0.146,13,1163,日本EEZ
2026-02-25 04:36:42,20260225_043642,17,25.7500,143.5000,pacific_saury,0,3.40,20.5,0.1536,1623,0.0,2296,84,85,0.462,0.0,0.0,41,30,54,0.106,17,1300,日本EEZ
2026-02-25 04:36:42,20260225_043642,18,25.7500,144.0000,pacific_saury,0,3.28,21.3,0.1452,1612,0.0,1449,28,38,0.36,0.0,0.0,40,30,55,0.096,12,1327,日本EEZ
2026-02-25 04:36:42,20260225_043642,19,7.2500,126.7500,yellowfin,0,2.21,28.6,0.1364,2589,0.0,2856,53,136,0.333,0.0,1.0,51,41,66,0.217,81,989,菲律賓EEZ
2026-02-25 04:36:42,20260225_043642,20,7.2500,134.5000,yellowfin,0,2.16,29.2,0.0890,1757,0.0,2252,35,128,0.333,0.0,1.0,52,43,66,0.199,79,1212,帛琉EEZ
2026-02-25 15:20:52,20260225_152052,1,26.2500,125.0000,skipjack,90,2.05,24.9,0.1574,2186,0.0,956,57,183,0.333,0.0,0.0,58,47,70,0.545,30,341,日本EEZ
2026-02-25 15:20:52,20260225_152052,2,25.2500,124.7500,albacore,90,3.19,24.2,0.1516,2024,0.0,1850,93,219,0.0,0.0,0.0,31,23,40,0.750,94,294,公海
2026-02-25 15:20:52,20260225_152052,3,22.2500,122.7500,yellowfin,89,2.61,25.5,0.0572,845,0.0,4110,15,217,0.333,0.0,0.0,49,39,60,0.881,53,138,台灣EEZ
2026-02-25 15:20:52,20260225_152052,4,24.7500,124.5000,bigeye,88,5.81,23.3,0.1819,2307,0.0,1169,160,233,0.0,0.0,0.136,35,27,45,0.848,208,267,公海
2026-02-25 15:20:52,20260225_152052,5,24.2500,124.5000,bigeye,88,5.86,23.1,0.1757,2210,0.0,1378,135,237,0.0,0.0,0.0,35,27,45,0.917,208,254,公海
2026-02-25 15:20:52,20260225_152052,6,21.7500,123.0000,yellowfin,87,2.75,24.4,0.0912,1257,0.0,4082,43,202,0.333,0.0,0.0,51,40,65,0.855,52,159,台灣EEZ
2026-02-25 15:20:52,20260225_152052,7,25.7500,125.0000,albacore,87,3.04,25.2,0.1438,2040,0.0,1874,92,183,0.0,0.0,0.093,29,21,38,0.641,95,322,公海
2026-02-25 15:20:52,20260225_152052,8,23.7500,124.0000,bigeye,87,5.86,23.2,0.1120,1419,0.0,2046,102,221,0.0,0.0,0.0,33,26,43,0.977,208,217,台灣EEZ
2026-02-25 15:20:52,20260225_152052,9,20.7500,121.0000,skipjack,85,1.76,27.6,0.1545,2612,0.0,1866,84,203,0.0,0.0,0.0,56,45,68,0.446,30,118,菲律賓EEZ
2026-02-25 15:20:52,20260225_152052,10,21.0000,120.0000,blue_marlin,85,2.54,26.0,0.3388,5000,0.0,3617,50,113,0.0,0.0,0.0,40,30,51,0.322,54,98,公海
2026-02-25 15:20:52,20260225_152052,11,20.7500,120.5000,skipjack,84,1.79,27.4,0.2608,4354,0.0,1907,80,155,0.0,0.0,0.0,58,48,71,0.373,30,112,菲律賓EEZ
2026-02-25 15:20:52,20260225_152052,12,25.2500,124.2500,albacore,82,3.05,25.2,0.1452,2067,0.0,1944,88,207,0.0,0.0,0.105,27,21,36,0.771,95,271,公海
2026-02-25 15:20:52,20260225_152052,13,20.5000,120.2500,blue_marlin,82,2.56,26.0,0.3067,4692,0.0,2794,57,114,0.0,0.0,0.0,39,30,50,0.315,54,127,菲律賓EEZ
2026-02-25 15:20:52,20260225_152052,14,20.0000,120.5000,blue_marlin,81,2.58,25.9,0.2491,3798,0.0,3861,35,119,0.0,0.0,0.0,37,29,49,0.297,54,157,菲律賓EEZ
2026-02-25 15:20:52,20260225_152052,15,21.5000,123.0000,mahi_mahi,81,2.66,25.3,0.0911,1327,0.0,5004,12,216,0.333,0.0,0.0,37,28,48,0.821,30,165,台灣EEZ
2026-02-25 15:20:52,20260225_152052,16,22.0000,122.7500,mahi_mahi,80,2.53,26.3,0.1107,1719,0.0,4019,13,216,0.333,0.0,0.0,37,29,48,0.858,30,142,台灣EEZ
2026-02-25 15:20:52,20260225_152052,17,20.0000,120.7500,yellowfin,68,2.47,26.7,0.2186,3506,0.0,2622,44,106,0.0,0.0,0.0,42,33,53,0.326,55,159,菲律賓EEZ
2026-02-25 15:20:52,20260225_152052,18,20.0000,120.0000,mahi_mahi,59,2.53,26.5,0.2704,4282,0.0,3624,20,90,0.0,0.0,0.148,28,21,36,0.241,30,157,菲律賓EEZ
2026-02-25 15:20:52,20260225_152052,19,20.7500,120.0000,mackerel_scad,52,2.58,25.6,0.3520,5000,0.0,3516,41,97,0.0,0.0,0.0,24,19,32,0.303,40,113,菲律賓EEZ
2026-02-25 15:20:52,20260225_152052,20,20.2500,120.0000,mackerel_scad,50,2.57,25.9,0.2825,4326,0.0,3520,36,98,0.0,0.0,0.112,23,17,30,0.262,40,142,菲律賓EEZ
2026-02-25 15:49:04,20260225_154904,1,6.2500,125.7500,yellowfin,90,2.14,28.6,0.1774,3390,0.0,890,24,143,0.41,0.011,1.0,53,43,66,0.192,57,1027,菲律賓EEZ
2026-02-25 15:49:04,20260225_154904,2,6.7500,126.0000,yellowfin,90,2.19,28.5,0.1474,2783,0.0,920,48,150,0.578,0.0,1.0,54,43,68,0.188,81,1003,菲律賓EEZ
2026-02-25 15:49:04,20260225_154904,3,6.7500,126.5000,yellowfin,90,2.24,28.3,0.0901,1685,0.0,1280,46,135,0.333,0.0,0.0,54,42,67,0.232,81,1012,菲律賓EEZ
2026-02-25 15:49:04,20260225_154904,4,9.0000,126.2500,bigeye,90,5.67,24.4,1.0798,5000,0.0,1311,30,150,0.667,0.0,1.0,36,28,47,0.082,211,881,菲律賓EEZ
2026-02-25 15:49:04,20260225_154904,5,10.7500,125.7500,bigeye,90,5.32,24.4,0.1468,2115,0.0,913,30,150,0.764,0.0,1.0,36,28,45,0.022,211,773,菲律賓EEZ
2026-02-25 15:49:04,20260225_154904,6,18.7500,139.7500,bigeye,90,5.40,25.3,0.0884,1304,0.0,5062,120,210,0.667,0.0,0.957,36,28,47,0.703,213,1103,公海
2026-02-25 15:49:04,20260225_154904,7,5.0000,128.5000,skipjack,90,1.63,28.9,0.0000,nan,0.0,5536,28,99,0.0,0.0,0.919,58,48,71,0.571,30,1150,公海
2026-02-25 15:49:04,20260225_154904,8,5.0000,129.7500,skipjack,90,1.64,29.0,0.0000,nan,0.0,5058,25,140,0.0,0.0,0.0,59,47,72,0.647,30,1180,公海
2026-02-25 15:49:04,20260225_154904,9,5.0000,138.5000,skipjack,90,1.59,29.6,0.0000,nan,0.0,3716,32,201,0.0,0.0,0.0,56,47,68,0.188,30,1461,密克羅尼西亞EEZ
2026-02-25 15:49:04,20260225_154904,10,20.7500,129.7500,albacore,90,3.29,24.0,0.1268,1709,0.0,5588,19,180,0.667,0.0,0.989,29,22,40,0.135,94,536,公海
2026-02-25 15:49:04,20260225_154904,11,21.2500,129.7500,albacore,90,3.40,23.1,0.0884,1124,0.0,5466,16,181,0.667,0.0,0.0,30,23,40,0.148,93,531,公海
2026-02-25 15:49:04,20260225_154904,12,22.5000,136.0000,albacore,90,3.15,24.5,0.0884,1218,0.0,5310,62,173,0.667,0.0,0.0,30,23,40,0.248,126,871,公海
2026-02-25 15:49:04,20260225_154904,13,11.0000,125.7500,japanese_flying_squid,90,2.60,24.4,0.0884,1272,0.0,1408,30,150,0.764,0.0,1.0,40,28,54,0.018,84,760,菲律賓EEZ
2026-02-25 15:49:04,20260225_154904,14,13.7500,120.2500,japanese_flying_squid,90,2.69,24.4,0.0884,1259,0.0,1161,30,150,0.462,0.0,0.0,40,30,56,0.004,84,532,菲律賓EEZ
2026-02-25 15:49:04,20260225_154904,15,18.2500,122.2500,japanese_flying_squid,90,2.77,24.4,0.0884,1237,0.0,1112,30,150,0.333,0.0,0.0,39,29,52,0.224,84,283,菲律賓EEZ
2026-02-25 15:49:04,20260225_154904,16,25.7500,141.2500,pacific_saury,90,3.19,21.9,0.1641,1889,0.0,2363,20,78,0.333,0.0,0.751,41,30,55,0.144,30,1177,日本EEZ
2026-02-25 15:49:04,20260225_154904,17,25.7500,143.5000,pacific_saury,90,3.36,20.7,0.1597,1708,0.0,2296,76,87,0.518,0.0,0.0,41,30,55,0.106,30,1300,日本EEZ
2026-02-25 15:49:04,20260225_154904,18,25.7500,144.0000,pacific_saury,90,3.42,20.4,0.2137,2241,0.0,1449,39,38,0.36,0.0,0.0,41,31,55,0.096,30,1327,日本EEZ
2026-02-25 15:49:04,20260225_154904,19,7.2500,126.7500,yellowfin,90,2.24,28.4,0.2638,4936,0.0,2856,59,135,0.333,0.0,1.0,52,42,65,0.217,81,989,菲律賓EEZ
2026-02-25 15:49:04,20260225_154904,20,7.2500,134.2500,yellowfin,90,2.30,29.4,0.0845,1688,0.0,2792,13,13,0.333,0.0,0.0,53,42,65,0.208,58,1203,帛琉EEZ
2026-02-25 16:14:57,20260225_161457,1,6.2500,125.7500,yellowfin,90,2.14,28.6,0.1774,3390,0.0,890,24,143,0.41,0.011,1.0,48,39,61,0.192,57,1027,菲律賓EEZ
2026-02-25 16:14:57,20260225_161457,2,6.7500,126.0000,yellowfin,90,2.19,28.5,0.1474,2783,0.0,920,48,150,0.578,0.0,1.0,53,42,67,0.188,81,1003,菲律賓EEZ
2026-02-25 16:14:57,20260225_161457,3,6.7500,126.5000,yellowfin,90,2.24,28.3,0.0901,1685,0.0,1280,46,135,0.333,0.0,0.0,51,40,65,0.232,81,1012,菲律賓EEZ
2026-02-25 16:14:57,20260225_161457,4,9.0000,126.2500,bigeye,90,5.67,24.4,1.0798,5000,0.0,1311,30,150,0.667,0.0,1.0,36,28,48,0.082,211,881,菲律賓EEZ
2026-02-25 16:14:57,20260225_161457,5,10.7500,125.7500,bigeye,90,5.32,24.4,0.1468,2115,0.0,913,30,150,0.764,0.0,1.0,37,28,48,0.022,211,773,菲律賓EEZ
2026-02-25 16:14:57,20260225_161457,6,18.5000,129.0000,bigeye,90,5.59,24.7,0.0884,1257,0.0,5591,42,211,0.333,0.0,0.0,36,28,47,0.090,212,542,公海
2026-02-25 16:14:57,20260225_161457,7,5.0000,128.5000,skipjack,90,1.63,28.9,0.0000,nan,0.0,5536,28,99,0.0,0.0,0.919,56,47,66,0.571,30,1150,公海
2026-02-25 16:14:57,20260225_161457,8,5.0000,129.7500,skipjack,90,1.64,29.0,0.0000,nan,0.0,5058,25,140,0.0,0.0,0.0,57,47,69,0.647,30,1180,公海
2026-02-25 16:14:57,20260225_161457,9,5.0000,138.5000,skipjack,90,1.59,29.6,0.0000,nan,0.0,3716,32,201,0.0,0.0,0.0,57,47,69,0.188,30,1461,密克羅尼西亞EEZ
2026-02-25 16:14:57,20260225_161457,10,20.7500,129.7500,albacore,90,3.29,24.0,0.1268,1709,0.0,5588,19,180,0.667,0.0,0.989,30,22,40,0.135,94,536,公海
2026-02-25 16:14:57,20260225_161457,11,21.2500,129.7500,albacore,90,3.40,23.1,0.0884,1124,0.0,5466,16,181,0.667,0.0,0.0,29,22,39,0.148,93,531,公海
2026-02-25 16:14:57,20260225_161457,12,22.5000,136.0000,albacore,90,3.15,24.5,0.0884,1218,0.0,5310,62,173,0.667,0.0,0.0,29,22,40,0.248,126,871,公海
2026-02-25 16:14:57,20260225_161457,19,7.2500,126.7500,yellowfin,90,2.24,28.4,0.2638,4936,0.0,2856,59,135,0.333,0.0,1.0,51,40,65,0.217,81,989,菲律賓EEZ
2026-02-25 16:14:57,20260225_161457,20,7.2500,134.2500,yellowfin,90,2.30,29.4,0.0845,1688,0.0,2792,13,13,0.333,0.0,0.0,51,41,65,0.208,58,1203,帛琉EEZ
2026-02-25 16:14:57,20260225_161457,13,28.2500,134.0000,japanese_flying_squid,9,2.88,20.2,0.1113,1140,0.0,3938,31,23,0.333,0.0,0.09,5,3,6,0.310,79,832,公海
2026-02-25 16:14:57,20260225_161457,14,29.0000,133.2500,japanese_flying_squid,9,2.90,20.1,0.0837,847,0.0,3896,41,24,0.333,0.0,0.0,4,3,6,0.345,79,814,公海
2026-02-25 16:14:57,20260225_161457,15,29.5000,153.2500,japanese_flying_squid,9,3.19,19.0,0.3078,2897,0.0,3594,34,0,0.333,0.0,0.0,5,3,6,0.009,77,1872,公海
2026-02-25 16:14:57,20260225_161457,16,25.7500,143.7500,pacific_saury,9,4.00,20.4,0.1907,1996,0.0,1873,55,51,0.462,0.0,0.0,5,3,6,0.101,30,1314,日本EEZ
2026-02-25 16:14:57,20260225_161457,17,26.0000,143.2500,pacific_saury,9,3.93,20.9,0.1666,1797,0.0,2592,47,62,0.64,0.0,0.0,5,3,6,0.100,30,1288,日本EEZ
2026-02-25 16:14:57,20260225_161457,18,26.7500,143.5000,pacific_saury,9,4.04,20.4,0.2057,2140,0.0,6286,90,76,0.571,0.0,0.0,5,3,6,0.067,30,1310,日本EEZ
2026-02-25 16:26:34,20260225_162634,1,6.2500,125.7500,yellowfin,90,2.14,28.6,0.1774,3390,0.0,890,24,143,0.41,0.011,1.0,50,40,66,0.192,57,1027,菲律賓EEZ
2026-02-25 16:26:34,20260225_162634,2,6.7500,126.0000,yellowfin,90,2.19,28.5,0.1474,2783,0.0,920,48,150,0.578,0.0,1.0,51,39,63,0.188,81,1003,菲律賓EEZ
2026-02-25 16:26:34,20260225_162634,3,6.7500,126.5000,yellowfin,90,2.24,28.3,0.0901,1685,0.0,1280,46,135,0.333,0.0,0.0,53,41,67,0.232,81,1012,菲律賓EEZ
2026-02-25 16:26:34,20260225_162634,4,9.0000,126.2500,bigeye,90,5.67,24.4,1.0798,5000,0.0,1311,30,150,0.667,0.0,1.0,35,27,46,0.082,211,881,菲律賓EEZ
2026-02-25 16:26:34,20260225_162634,5,10.7500,125.7500,bigeye,90,5.32,24.4,0.1468,2115,0.0,913,30,150,0.764,0.0,1.0,36,28,48,0.022,211,773,菲律賓EEZ
2026-02-25 16:26:34,20260225_162634,6,18.5000,129.0000,bigeye,90,5.59,24.7,0.0884,1257,0.0,5591,42,211,0.333,0.0,0.0,35,27,46,0.090,212,542,公海
2026-02-25 16:26:34,20260225_162634,7,5.0000,128.5000,skipjack,90,1.63,28.9,0.0000,nan,0.0,5536,28,99,0.0,0.0,0.919,57,47,69,0.571,30,1150,公海
2026-02-25 16:26:34,20260225_162634,8,5.0000,129.7500,skipjack,90,1.64,29.0,0.0000,nan,0.0,5058,25,140,0.0,0.0,0.0,58,47,70,0.647,30,1180,公海
2026-02-25 16:26:34,20260225_162634,9,5.0000,138.5000,skipjack,90,1.59,29.6,0.0000,nan,0.0,3716,32,201,0.0,0.0,0.0,58,47,70,0.188,30,1461,密克羅尼西亞EEZ
2026-02-25 16:26:34,20260225_162634,10,20.7500,129.7500,albacore,90,3.29,24.0,0.1268,1709,0.0,5588,19,180,0.667,0.0,0.989,29,22,38,0.135,94,536,公海
2026-02-25 16:26:34,20260225_162634,11,21.2500,129.7500,albacore,90,3.40,23.1,0.0884,1124,0.0,5466,16,181,0.667,0.0,0.0,30,22,39,0.148,93,531,公海
2026-02-25 16:26:34,20260225_162634,12,22.5000,136.0000,albacore,90,3.15,24.5,0.0884,1218,0.0,5310,62,173,0.667,0.0,0.0,30,22,40,0.248,126,871,公海
2026-02-25 16:26:34,20260225_162634,19,7.2500,126.7500,yellowfin,90,2.24,28.4,0.2638,4936,0.0,2856,59,135,0.333,0.0,1.0,52,41,66,0.217,81,989,菲律賓EEZ
2026-02-25 16:26:34,20260225_162634,20,7.2500,134.2500,yellowfin,90,2.30,29.4,0.0845,1688,0.0,2792,13,13,0.333,0.0,0.0,50,40,64,0.208,58,1203,帛琉EEZ
2026-02-25 16:26:34,20260225_162634,13,28.2500,134.0000,japanese_flying_squid,9,2.88,20.2,0.1113,1140,0.0,3938,31,23,0.333,0.0,0.09,5,3,6,0.310,79,832,公海
2026-02-25 16:26:34,20260225_162634,14,29.0000,133.2500,japanese_flying_squid,9,2.90,20.1,0.0837,847,0.0,3896,41,24,0.333,0.0,0.0,5,3,6,0.345,79,814,公海
2026-02-25 16:26:34,20260225_162634,15,29.5000,153.2500,japanese_flying_squid,9,3.19,19.0,0.3078,2897,0.0,3594,34,0,0.333,0.0,0.0,4,3,6,0.009,77,1872,公海
2026-02-25 16:26:34,20260225_162634,16,25.7500,143.7500,pacific_saury,9,4.00,20.4,0.1907,1996,0.0,1873,55,51,0.462,0.0,0.0,5,3,6,0.101,30,1314,日本EEZ
2026-02-25 16:26:34,20260225_162634,17,26.0000,143.2500,pacific_saury,9,3.93,20.9,0.1666,1797,0.0,2592,47,62,0.64,0.0,0.0,5,4,6,0.100,30,1288,日本EEZ
2026-02-25 16:26:34,20260225_162634,18,26.7500,143.5000,pacific_saury,9,4.04,20.4,0.2057,2140,0.0,6286,90,76,0.571,0.0,0.0,5,4,6,0.067,30,1310,日本EEZ
2026-02-25 18:35:36,20260225_183536,1,6.2500,125.7500,yellowfin,90,2.14,28.6,0.1774,3390,0.0,890,24,143,0.41,0.011,1.0,49,40,62,0.192,57,1027,菲律賓EEZ
2026-02-25 18:35:36,20260225_183536,2,6.7500,126.0000,yellowfin,90,2.19,28.5,0.1474,2783,0.0,920,48,150,0.578,0.0,1.0,52,40,64,0.188,81,1003,菲律賓EEZ
2026-02-25 18:35:36,20260225_183536,3,6.7500,126.5000,yellowfin,90,2.24,28.3,0.0901,1685,0.0,1280,46,135,0.333,0.0,0.0,53,42,68,0.232,81,1012,菲律賓EEZ
2026-02-25 18:35:36,20260225_183536,4,9.0000,126.2500,bigeye,90,5.67,24.4,1.0798,5000,0.0,1311,30,150,0.667,0.0,1.0,35,27,46,0.082,211,881,菲律賓EEZ
2026-02-25 18:35:36,20260225_183536,5,10.7500,125.7500,bigeye,90,5.32,24.4,0.1468,2115,0.0,913,30,150,0.764,0.0,1.0,36,27,45,0.022,211,773,菲律賓EEZ
2026-02-25 18:35:36,20260225_183536,6,13.2500,124.2500,bigeye,90,4.91,27.8,0.0884,1569,0.0,908,88,176,0.667,0.0,0.0,36,28,46,0.006,220,603,菲律賓EEZ
2026-02-25 18:35:36,20260225_183536,7,5.0000,128.5000,skipjack,90,1.63,28.9,0.0000,nan,0.0,5536,28,99,0.0,0.0,0.919,54,45,66,0.571,30,1150,公海
2026-02-25 18:35:36,20260225_183536,8,5.0000,129.7500,skipjack,90,1.64,29.0,0.0000,nan,0.0,5058,25,140,0.0,0.0,0.0,54,44,67,0.647,30,1180,公海
2026-02-25 18:35:36,20260225_183536,9,5.0000,138.5000,skipjack,90,1.59,29.6,0.0000,nan,0.0,3716,32,201,0.0,0.0,0.0,58,47,70,0.188,30,1461,密克羅尼西亞EEZ
2026-02-25 18:35:36,20260225_183536,10,20.7500,129.7500,albacore,90,3.29,24.0,0.1268,1709,0.0,5588,19,180,0.667,0.0,0.989,30,23,40,0.135,94,536,公海
2026-02-25 18:35:36,20260225_183536,11,21.2500,129.7500,albacore,90,3.40,23.1,0.0884,1124,0.0,5466,16,181,0.667,0.0,0.0,30,22,40,0.148,93,531,公海
2026-02-25 18:35:36,20260225_183536,12,22.5000,133.7500,albacore,90,3.21,24.1,0.0884,1191,0.0,5562,67,163,0.667,0.0,0.0,30,21,40,0.125,125,746,公海
2026-02-25 18:35:36,20260225_183536,19,7.2500,126.7500,yellowfin,90,2.24,28.4,0.2638,4936,0.0,2856,59,135,0.333,0.0,1.0,48,38,63,0.217,81,989,菲律賓EEZ
2026-02-25 18:35:36,20260225_183536,20,7.2500,134.2500,yellowfin,90,2.30,29.4,0.0845,1688,0.0,2792,13,13,0.333,0.0,0.0,55,43,68,0.208,58,1203,帛琉EEZ
2026-02-25 18:35:36,20260225_183536,13,29.7500,131.2500,japanese_flying_squid,9,2.87,20.4,0.1644,1688,0.0,2795,79,75,0.333,0.0,0.0,4,3,6,0.178,79,744,公海
2026-02-25 18:35:36,20260225_183536,14,32.2500,128.2500,japanese_flying_squid,9,3.36,17.8,0.1735,1478,0.0,201,95,0,0.36,0.0,0.0,5,3,6,0.018,76,728,公海
2026-02-25 18:35:36,20260225_183536,16,25.7500,143.7500,pacific_saury,9,4.00,20.4,0.1907,1996,0.0,1873,55,51,0.462,0.0,0.0,4,3,6,0.101,30,1314,日本EEZ
