date,year,month,day_of_year,lat,lon,sst,chl,ssh,do,current_speed,front_strength,eddy_strength,phi,hsi,cpue_kg_per_day,species
2020-05-15,2020,5,136,28.0,130.0,22.34,0.5526,-0.0626,5.21,0.159,0.0664,55.5,0.488,0.1316,32.9,yellowfin
2020-05-15,2020,5,136,22.0,138.0,24.52,0.4326,-0.0305,4.76,0.101,0.0859,92.0,0.501,0.4443,45.1,yellowfin
2020-05-15,2020,5,136,16.0,146.0,26.65,0.3126,0.0144,4.32,0.179,0.0873,159.4,0.508,0.7874,58.6,yellowfin
2020-05-15,2020,5,136,11.0,155.0,28.35,0.2126,0.0344,2.47,0.274,0.0262,125.6,0.316,0.7751,69.3,yellowfin
2020-06-15,2020,6,167,26.0,134.0,22.01,0.4964,-0.0664,5.22,0.426,0.0605,77.2,0.48,0.1025,39.7,yellowfin
2020-06-15,2020,6,167,20.0,142.0,24.62,0.3764,-0.026,4.71,0.113,0.0316,113.0,0.497,0.4513,52.4,yellowfin
2020-06-15,2020,6,167,14.0,150.0,27.01,0.2564,0.0145,2.73,0.221,0.0693,150.5,0.326,0.7834,66.8,yellowfin
2020-06-15,2020,6,167,9.0,159.0,28.3,0.1964,0.0234,2.43,0.295,0.0282,125.5,0.311,0.7538,80.1,yellowfin
2020-07-15,2020,7,197,25.0,136.0,21.72,0.4618,-0.0654,5.24,0.113,0.0751,55.5,0.475,0.0815,45.3,yellowfin
2020-07-15,2020,7,197,19.0,144.0,24.65,0.3418,-0.0222,4.68,0.126,0.0322,122.2,0.496,0.4469,58.7,yellowfin
2020-07-15,2020,7,197,13.0,152.0,26.98,0.2218,0.0146,2.71,0.241,0.0485,141.1,0.324,0.7431,72.1,yellowfin
2020-07-15,2020,7,197,8.0,161.0,27.98,0.2018,0.0176,3.96,0.299,0.0228,92.5,0.498,0.766,84.5,yellowfin
2020-08-15,2020,8,228,27.0,132.0,20.41,0.4939,-0.0705,5.48,0.441,0.0803,83.8,0.463,0.0264,41.8,yellowfin
2020-08-15,2020,8,228,21.0,140.0,23.49,0.3739,-0.0338,4.9,0.105,0.0747,172.8,0.488,0.2576,54.2,yellowfin
2020-08-15,2020,8,228,15.0,148.0,26.5,0.2539,0.0094,4.33,0.2,0.0625,130.4,0.504,0.7205,67.6,yellowfin
2020-08-15,2020,8,228,10.0,157.0,27.43,0.1539,0.024,2.59,0.287,0.0093,109.6,0.316,0.6732,79.3,yellowfin
2020-09-15,2020,9,259,26.0,134.0,21.23,0.4709,-0.0555,5.34,0.426,0.0755,75.8,0.471,0.0544,37.5,yellowfin
2020-09-15,2020,9,259,20.0,142.0,24.16,0.3509,-0.015,4.78,0.113,0.0247,127.9,0.493,0.3616,49.8,yellowfin
2020-09-15,2020,9,259,14.0,150.0,26.77,0.2309,0.0255,2.76,0.221,0.0331,111.9,0.327,0.732,62.1,yellowfin
2020-09-15,2020,9,259,9.0,159.0,27.79,0.1709,0.0344,2.51,0.295,0.0155,104.7,0.313,0.7158,73.6,yellowfin
2020-10-15,2020,10,289,24.0,137.0,22.89,0.4302,-0.0294,5.05,0.105,0.0843,56.7,0.487,0.1848,34.2,yellowfin
2020-10-15,2020,10,289,18.0,145.0,25.48,0.3102,0.0155,4.54,0.141,0.0535,152.9,0.502,0.5912,45.6,yellowfin
2020-10-15,2020,10,289,12.0,153.0,27.54,0.1902,0.0476,2.61,0.259,0.0323,127.2,0.321,0.739,57.3,yellowfin
2020-10-15,2020,10,289,8.0,162.0,28.54,0.1902,0.0476,3.88,0.299,0.0206,53.1,0.502,0.7354,67.8,yellowfin
2020-11-15,2020,11,320,25.0,135.0,23.45,0.45,-0.0204,4.98,0.113,0.0872,81.8,0.495,0.2605,31.8,yellowfin
2020-11-15,2020,11,320,19.0,143.0,25.6,0.33,0.0228,4.54,0.126,0.0717,159.6,0.505,0.6238,42.5,yellowfin
2020-11-15,2020,11,320,13.0,151.0,27.68,0.21,0.0596,2.61,0.241,0.0224,115.5,0.323,0.7725,53.1,yellowfin
2020-11-15,2020,11,320,8.0,160.0,29.34,0.19,0.0626,3.76,0.299,0.0252,86.2,0.507,0.6692,62.4,yellowfin
2020-12-15,2020,12,350,24.0,136.0,24.73,0.43,-0.0034,4.77,0.105,0.0903,158.6,0.507,0.4846,33.6,yellowfin
2020-12-15,2020,12,350,18.0,144.0,26.42,0.31,0.0414,4.4,0.141,0.0614,168.0,0.51,0.7539,41.9,yellowfin
2020-12-15,2020,12,350,12.0,152.0,28.5,0.19,0.0735,2.47,0.259,0.0691,137.1,0.318,0.737,51.2,yellowfin
2020-12-15,2020,12,350,8.0,161.0,30.1,0.19,0.0735,3.64,0.299,0.0168,91.1,0.511,0.5681,58.7,yellowfin
2021-01-15,2021,1,15,25.0,134.0,25.17,0.4618,-0.0054,4.72,0.113,0.0645,65.9,0.514,0.5787,44.1,yellowfin
2021-01-15,2021,1,15,19.0,142.0,26.55,0.3418,0.0378,4.4,0.126,0.0403,140.2,0.514,0.7909,52.8,yellowfin
2021-01-15,2021,1,15,13.0,150.0,28.38,0.2218,0.0746,2.5,0.241,0.0963,96.9,0.321,0.7859,61.5,yellowfin
2021-02-15,2021,2,46,26.0,133.0,25.23,0.4964,-0.0145,4.74,0.426,0.0937,29.2,0.517,0.596,41.3,yellowfin
2021-02-15,2021,2,46,20.0,141.0,26.49,0.3764,0.026,4.43,0.113,0.0153,151.2,0.516,0.7995,50.6,yellowfin
2021-02-15,2021,2,46,14.0,149.0,27.99,0.2564,0.0664,2.58,0.221,0.0513,120.7,0.325,0.8327,59.2,yellowfin
2021-03-15,2021,3,74,24.0,136.0,25.41,0.4726,-0.0144,4.67,0.105,0.0657,95.2,0.514,0.6298,46.8,yellowfin
2021-03-15,2021,3,74,18.0,144.0,26.77,0.3526,0.0305,4.34,0.141,0.0354,149.6,0.513,0.8271,57.3,yellowfin
2021-03-15,2021,3,74,12.0,152.0,28.85,0.2326,0.0626,2.41,0.259,0.0509,111.1,0.317,0.771,68.1,yellowfin
2021-04-15,2021,4,105,27.0,131.0,23.85,0.54,-0.0446,4.96,0.441,0.1229,67.4,0.504,0.332,39.5,yellowfin
2021-04-15,2021,4,105,21.0,139.0,25.58,0.42,-0.0078,4.58,0.105,0.0395,122.1,0.509,0.6526,52.1,yellowfin
2021-04-15,2021,4,105,15.0,147.0,27.25,0.3,0.0354,4.21,0.2,0.0368,164.6,0.51,0.8424,64.7,yellowfin
2021-05-15,2021,5,135,28.0,129.0,22.33,0.7526,-0.0626,5.21,0.159,0.0641,48.6,0.488,0.1328,34.2,yellowfin
2021-05-15,2021,5,135,22.0,137.0,24.52,0.4326,-0.0305,4.76,0.101,0.0901,123.6,0.501,0.4428,47.8,yellowfin
2021-05-15,2021,5,135,16.0,145.0,26.65,0.3126,0.0144,4.32,0.179,0.026,143.2,0.508,0.7874,61.3,yellowfin
2021-06-15,2021,6,166,26.0,133.0,22.0,0.4964,-0.0664,5.22,0.426,0.0705,48.4,0.48,0.1017,41.9,yellowfin
2021-06-15,2021,6,166,20.0,141.0,24.62,0.3764,-0.026,4.71,0.113,0.0377,137.5,0.497,0.4506,55.6,yellowfin
2021-06-15,2021,6,166,14.0,149.0,27.02,0.2564,0.0145,2.73,0.221,0.0248,160.6,0.326,0.7838,69.2,yellowfin
2021-07-15,2021,7,196,25.0,135.0,21.72,0.4618,-0.0654,5.24,0.113,0.1224,91.3,0.475,0.0809,48.1,yellowfin
2021-07-15,2021,7,196,19.0,143.0,24.65,0.3418,-0.0222,4.68,0.126,0.0196,128.8,0.496,0.4466,61.8,yellowfin
2021-07-15,2021,7,196,13.0,151.0,26.99,0.2218,0.0146,2.71,0.241,0.0753,120.1,0.324,0.7438,75.4,yellowfin
2021-08-15,2021,8,227,27.0,131.0,20.4,0.4939,-0.0705,5.48,0.441,0.0889,70.3,0.463,0.0261,44.6,yellowfin
2021-08-15,2021,8,227,21.0,139.0,23.48,0.3739,-0.0338,4.9,0.105,0.0615,117.2,0.488,0.2568,57.3,yellowfin
2021-08-15,2021,8,227,15.0,147.0,26.5,0.2539,0.0094,4.33,0.2,0.0,127.1,0.504,0.7209,70.9,yellowfin
2021-09-15,2021,9,258,26.0,133.0,21.21,0.4709,-0.0555,5.34,0.426,0.0749,36.5,0.471,0.0539,40.2,yellowfin
2021-09-15,2021,9,258,20.0,141.0,24.16,0.3509,-0.015,4.78,0.113,0.0363,100.8,0.493,0.361,52.8,yellowfin
2021-09-15,2021,9,258,14.0,149.0,26.78,0.2309,0.0255,2.76,0.221,0.0412,144.8,0.327,0.7326,64.5,yellowfin
2021-10-15,2021,10,288,24.0,136.0,22.88,0.4302,-0.0294,5.05,0.105,0.1088,52.9,0.487,0.1838,36.7,yellowfin
2021-10-15,2021,10,288,18.0,144.0,25.47,0.3102,0.0155,4.54,0.141,0.0733,145.4,0.502,0.5911,48.1,yellowfin
2021-10-15,2021,10,288,12.0,152.0,27.55,0.1902,0.0476,2.61,0.259,0.0304,133.3,0.321,0.7393,59.6,yellowfin
2021-11-15,2021,11,319,25.0,135.0,23.45,0.45,-0.0204,4.98,0.113,0.084,58.6,0.495,0.2605,33.4,yellowfin
2021-11-15,2021,11,319,19.0,143.0,25.6,0.33,0.0228,4.54,0.126,0.0514,130.8,0.505,0.6238,44.8,yellowfin
2021-11-15,2021,11,319,13.0,151.0,27.68,0.21,0.0596,2.61,0.241,0.0523,147.5,0.323,0.7725,55.2,yellowfin
2021-12-15,2021,12,349,24.0,136.0,24.73,0.43,-0.0034,4.77,0.105,0.1117,56.8,0.507,0.4846,35.1,yellowfin
2021-12-15,2021,12,349,18.0,144.0,26.42,0.31,0.0414,4.4,0.141,0.0927,106.2,0.51,0.7539,43.7,yellowfin
2021-12-15,2021,12,349,12.0,152.0,28.5,0.19,0.0735,2.47,0.259,0.047,135.9,0.318,0.737,52.9,yellowfin
