date,year,month,day_of_year,lat,lon,sst,chl,ssh,do,current_speed,front_strength,eddy_strength,phi,hsi,cpue_kg_per_day,species
2020-05-15,2020,5,136,7.0,162.0,29.66,0.2526,0.0296,3.69,0.299,0.0094,75.2,0.486,0.6303,118.8,skipjack
2020-05-15,2020,5,136,5.5,170.0,30.07,0.2826,0.023,3.6,0.291,0.0108,85.8,0.486,0.6114,130.2,skipjack
2020-05-15,2020,5,136,14.0,149.0,27.34,0.2726,0.0255,2.68,0.221,0.0343,135.8,0.309,0.8182,80.6,skipjack
2020-06-15,2020,6,167,11.0,152.0,27.82,0.1964,0.0234,2.55,0.274,0.0663,87.8,0.302,0.7084,107.3,skipjack
2020-06-15,2020,6,167,8.0,160.0,28.56,0.2164,0.0216,3.88,0.299,0.0223,102.1,0.48,0.6872,124.5,skipjack
2020-06-15,2020,6,167,6.0,168.0,29.0,0.2564,0.0145,3.77,0.295,0.0039,61.5,0.478,0.6928,137.8,skipjack
2020-06-15,2020,6,167,16.0,146.0,26.32,0.2964,0.0034,4.37,0.179,0.0552,165.5,0.475,0.8679,84.2,skipjack
2020-07-15,2020,7,197,10.0,154.0,27.62,0.1618,0.02,2.56,0.287,0.0076,73.6,0.3,0.6651,112.6,skipjack
2020-07-15,2020,7,197,7.0,162.0,28.19,0.2218,0.0146,3.91,0.299,0.0252,71.7,0.474,0.719,130.1,skipjack
2020-07-15,2020,7,197,5.5,170.0,28.41,0.2518,0.008,3.85,0.291,0.0225,61.7,0.472,0.7356,142.5,skipjack
2020-07-15,2020,7,197,14.0,149.0,26.78,0.2418,0.0105,2.76,0.221,0.0364,146.9,0.309,0.8069,94.3,skipjack
2020-08-15,2020,8,228,12.0,150.0,27.09,0.1939,0.0216,2.68,0.259,0.0559,109.8,0.304,0.7364,110.2,skipjack
2020-08-15,2020,8,228,8.0,158.0,27.81,0.1939,0.0216,2.49,0.299,0.0387,85.4,0.295,0.7054,127.8,skipjack
2020-08-15,2020,8,228,6.0,166.0,28.11,0.2339,0.0145,3.9,0.295,0.0081,70.9,0.471,0.7378,140.1,skipjack
2020-08-15,2020,8,228,16.0,146.0,26.0,0.2739,0.0034,4.42,0.179,0.0305,165.6,0.472,0.85,90.5,skipjack
2020-09-15,2020,9,259,10.0,155.0,27.61,0.1509,0.035,2.56,0.287,0.0316,83.6,0.3,0.6462,104.6,skipjack
2020-09-15,2020,9,259,7.0,163.0,28.18,0.2109,0.0296,3.91,0.299,0.0296,74.0,0.474,0.7069,120.3,skipjack
2020-09-15,2020,9,259,5.5,171.0,28.39,0.4409,0.023,3.85,0.291,0.0282,92.7,0.472,0.8438,132.5,skipjack
2020-09-15,2020,9,259,15.0,148.0,26.56,0.2509,0.0204,4.32,0.2,0.0451,132.5,0.476,0.8217,80.2,skipjack
2020-10-15,2020,10,289,12.0,152.0,27.55,0.1902,0.0476,2.61,0.259,0.0322,107.8,0.304,0.713,97.3,skipjack
2020-10-15,2020,10,289,8.0,160.0,28.56,0.1902,0.0476,3.88,0.299,0.0192,82.7,0.48,0.6548,112.8,skipjack
2020-10-15,2020,10,289,6.0,168.0,29.0,0.2302,0.0405,3.77,0.295,0.0228,74.3,0.478,0.6683,124.5,skipjack
2020-10-15,2020,10,289,14.0,149.0,27.02,0.2302,0.0405,2.73,0.221,0.0503,171.3,0.309,0.7865,76.8,skipjack
2020-11-15,2020,11,320,10.0,154.0,28.71,0.15,0.065,2.39,0.287,0.0174,154.4,0.299,0.5854,90.5,skipjack
2020-11-15,2020,11,320,7.0,162.0,29.66,0.21,0.0596,3.69,0.299,0.0263,48.6,0.486,0.5912,106.2,skipjack
2020-11-15,2020,11,320,5.5,170.0,30.07,0.24,0.053,3.6,0.291,0.0093,64.4,0.486,0.5807,117.8,skipjack
2020-11-15,2020,11,320,16.0,146.0,26.65,0.27,0.0444,4.32,0.179,0.0455,164.2,0.479,0.8391,72.3,skipjack
2020-12-15,2020,12,350,11.0,152.0,28.92,0.17,0.0754,2.38,0.274,0.0595,111.0,0.301,0.6015,84.2,skipjack
2020-12-15,2020,12,350,8.0,160.0,30.11,0.19,0.0735,3.64,0.299,0.0115,45.6,0.493,0.5299,100.5,skipjack
2020-12-15,2020,12,350,6.0,168.0,30.85,0.23,0.0664,3.49,0.295,0.0155,74.9,0.492,0.4967,110.3,skipjack
2020-12-15,2020,12,350,14.0,149.0,27.67,0.23,0.0664,2.63,0.221,0.0543,117.3,0.309,0.7589,70.1,skipjack
2021-01-15,2021,1,15,10.0,155.0,29.78,0.1618,0.08,2.23,0.287,0.0217,107.7,0.296,0.5243,89.3,skipjack
2021-01-15,2021,1,15,7.0,163.0,31.12,0.2218,0.0746,3.47,0.299,0.0112,68.8,0.497,0.4643,106.5,skipjack
2021-01-15,2021,1,15,5.5,171.0,31.73,0.4518,0.068,3.35,0.291,0.0206,31.9,0.496,0.4873,114.2,skipjack
2021-02-15,2021,2,46,12.0,150.0,28.99,0.2164,0.0735,2.39,0.259,0.0572,135.3,0.303,0.6551,94.8,skipjack
2021-02-15,2021,2,46,8.0,158.0,30.91,0.2164,0.0735,2.02,0.299,0.0308,97.0,0.286,0.4801,112.1,skipjack
2021-02-15,2021,2,46,6.0,166.0,31.81,0.2564,0.0664,3.35,0.295,0.0062,39.0,0.498,0.4185,120.5,skipjack
2021-03-15,2021,3,74,10.0,154.0,29.79,0.1926,0.065,2.23,0.287,0.0252,110.3,0.296,0.5614,92.5,skipjack
2021-03-15,2021,3,74,7.0,162.0,31.13,0.2526,0.0596,3.47,0.299,0.0252,142.8,0.497,0.4839,109.8,skipjack
2021-03-15,2021,3,74,5.5,170.0,31.74,0.2826,0.053,3.35,0.291,0.0257,77.5,0.496,0.4378,122.3,skipjack
2021-04-15,2021,4,105,11.0,152.0,28.92,0.22,0.0494,2.38,0.274,0.0691,125.5,0.301,0.6641,99.6,skipjack
2021-04-15,2021,4,105,8.0,160.0,30.11,0.24,0.0476,3.64,0.299,0.0168,91.1,0.493,0.5768,117.2,skipjack
2021-04-15,2021,4,105,6.0,168.0,30.85,0.28,0.0405,3.49,0.295,0.0123,53.0,0.492,0.5291,129.5,skipjack
2021-05-15,2021,5,135,10.0,155.0,28.7,0.1926,0.035,2.4,0.287,0.0151,101.6,0.299,0.6487,102.8,skipjack
2021-05-15,2021,5,135,7.0,163.0,29.65,0.2526,0.0296,3.69,0.299,0.0431,28.4,0.486,0.6316,120.5,skipjack
2021-05-15,2021,5,135,5.5,171.0,30.06,0.4826,0.023,3.6,0.291,0.0269,22.5,0.486,0.6862,132.8,skipjack
2021-06-15,2021,6,166,12.0,150.0,27.56,0.2164,0.0216,2.61,0.259,0.0406,145.9,0.304,0.7478,109.5,skipjack
2021-06-15,2021,6,166,8.0,158.0,28.59,0.2164,0.0216,2.37,0.299,0.0206,54.4,0.294,0.6854,126.8,skipjack
2021-06-15,2021,6,166,6.0,166.0,29.03,0.2564,0.0145,3.77,0.295,0.0128,71.4,0.479,0.6903,139.2,skipjack
2021-07-15,2021,7,196,10.0,154.0,27.62,0.1618,0.02,2.56,0.287,0.0127,104.3,0.3,0.6651,114.8,skipjack
2021-07-15,2021,7,196,7.0,162.0,28.19,0.2218,0.0146,3.91,0.299,0.0205,52.7,0.474,0.719,132.4,skipjack
2021-07-15,2021,7,196,5.5,170.0,28.41,0.2518,0.008,3.85,0.291,0.0414,67.4,0.472,0.7356,144.6,skipjack
2021-08-15,2021,8,227,11.0,152.0,27.27,0.1739,0.0234,2.63,0.274,0.0095,116.2,0.302,0.6992,112.3,skipjack
2021-08-15,2021,8,227,8.0,160.0,27.79,0.1939,0.0216,3.99,0.299,0.0134,93.0,0.473,0.7067,129.5,skipjack
2021-08-15,2021,8,227,6.0,168.0,28.08,0.2339,0.0145,3.91,0.295,0.0121,55.5,0.47,0.7396,141.8,skipjack
2021-09-15,2021,9,258,10.0,155.0,27.61,0.1509,0.035,2.56,0.287,0.025,117.3,0.3,0.6462,106.2,skipjack
2021-09-15,2021,9,258,7.0,163.0,28.18,0.2109,0.0296,3.91,0.299,0.008,59.1,0.474,0.7069,122.5,skipjack
2021-09-15,2021,9,258,5.5,171.0,28.39,0.4409,0.023,3.85,0.291,0.0153,41.7,0.472,0.8438,134.1,skipjack
2021-10-15,2021,10,288,12.0,152.0,27.55,0.1902,0.0476,2.61,0.259,0.0853,132.2,0.304,0.713,99.5,skipjack
2021-10-15,2021,10,288,8.0,160.0,28.56,0.1902,0.0476,3.88,0.299,0.0074,94.3,0.48,0.6548,114.8,skipjack
2021-10-15,2021,10,288,6.0,168.0,29.0,0.2302,0.0405,3.77,0.295,0.0412,78.4,0.478,0.6683,126.3,skipjack
2021-11-15,2021,11,319,10.0,154.0,28.71,0.15,0.065,2.39,0.287,0.0048,90.3,0.299,0.5854,92.1,skipjack
2021-11-15,2021,11,319,7.0,162.0,29.66,0.21,0.0596,3.69,0.299,0.0327,51.6,0.486,0.5912,108.5,skipjack
2021-11-15,2021,11,319,5.5,170.0,30.07,0.24,0.053,3.6,0.291,0.0244,70.3,0.486,0.5807,119.8,skipjack
2021-12-15,2021,12,349,11.0,152.0,28.92,0.17,0.0754,2.38,0.274,0.0315,111.2,0.301,0.6015,86.4,skipjack
2021-12-15,2021,12,349,8.0,160.0,30.11,0.19,0.0735,3.64,0.299,0.0,55.4,0.493,0.5299,102.3,skipjack
2021-12-15,2021,12,349,6.0,168.0,30.85,0.23,0.0664,3.49,0.295,0.0175,32.8,0.492,0.4967,112.5,skipjack
