date,year,month,day_of_year,lat,lon,sst,chl,ssh,do,current_speed,front_strength,eddy_strength,phi,hsi,cpue_kg_per_day,species
2015-02-12,2015,2,43,3.16,143.84,32.16,0.2763,0.121,3.56,0.459,0.0183,58.2,4.817,0.229,17.82,yellowfin
2015-02-13,2015,2,44,15.95,131.13,27.96,0.2858,0.0431,4.29,0.314,0.023,155.4,4.697,0.6833,31.17,yellowfin
2015-02-13,2015,2,44,19.4,150.39,26.76,0.3407,-0.0849,4.67,0.122,0.0239,221.0,4.799,0.6582,32.34,yellowfin
2015-02-15,2015,2,46,10.02,131.82,30.64,0.1258,-0.042,3.58,0.291,0.0228,160.1,4.49,0.3114,27.63,yellowfin
2015-02-18,2015,2,49,5.07,148.7,31.63,0.2865,0.0847,3.06,0.382,0.0145,79.3,4.036,0.3005,18.7,yellowfin
2015-02-20,2015,2,51,1.68,150.95,32.26,0.3345,0.0397,3.2,0.694,0.0284,85.2,4.354,0.2315,17.82,yellowfin
2015-02-22,2015,2,53,32.89,156.63,24.17,0.6207,-0.0713,4.71,0.288,0.0248,101.0,4.232,0.3353,14.17,yellowfin
2015-02-23,2015,2,54,0.44,143.87,32.12,0.3298,-0.0224,3.83,0.253,0.0355,76.0,5.17,0.2486,23.33,yellowfin
2015-02-25,2015,2,56,5.7,140.03,31.58,0.2287,0.132,3.25,0.536,0.0156,128.1,4.271,0.282,13.53,yellowfin
2015-02-25,2015,2,56,16.19,135.89,27.46,0.2776,0.1339,4.18,0.191,0.0257,171.1,4.456,0.6643,29.81,yellowfin
2015-02-28,2015,2,59,4.99,159.32,31.78,0.2705,0.0898,3.41,0.31,0.0251,57.8,4.521,0.275,21.78,yellowfin
2015-03-01,2015,3,60,24.85,173.91,25.62,0.6376,0.0806,4.5,0.189,0.0811,174.6,4.363,0.5924,24.21,yellowfin
2015-03-09,2015,3,68,18.78,165.58,26.59,0.3244,-0.0023,4.36,0.16,0.0227,195.9,4.441,0.6294,24.75,yellowfin
2015-03-12,2015,3,71,34.23,143.9,23.33,0.6291,0.0038,4.98,0.408,0.0178,121.5,4.286,0.2159,14.81,yellowfin
2015-03-14,2015,3,73,27.51,152.53,25.62,0.5307,0.0372,4.4,0.46,0.0369,62.6,4.262,0.5709,25.33,yellowfin
2015-03-15,2015,3,74,27.93,167.65,24.0,0.5722,-0.081,5.04,0.41,0.0548,134.3,4.486,0.3042,21.89,yellowfin
2015-03-17,2015,3,76,10.99,173.58,30.03,0.3709,-0.0267,3.79,0.394,0.0255,227.9,4.608,0.5738,34.01,yellowfin
2015-03-17,2015,3,76,23.94,152.35,26.43,0.4547,-0.0795,4.83,0.119,0.0351,130.7,4.888,0.6729,65.87,yellowfin
2015-03-19,2015,3,78,11.68,169.41,29.05,0.2072,0.002,4.41,0.322,0.0205,245.1,5.104,0.5643,29.1,yellowfin
2015-03-20,2015,3,79,16.85,151.44,27.5,0.2813,-0.0457,4.63,0.268,0.0223,181.7,4.944,0.6691,30.02,yellowfin
2015-03-24,2015,3,83,21.03,149.41,25.65,0.3735,-0.1388,4.7,0.123,0.0416,118.1,4.56,0.5276,33.66,yellowfin
2015-03-25,2015,3,84,13.28,134.91,28.34,0.2389,0.1029,3.39,0.243,0.0243,150.3,3.785,0.6355,33.78,yellowfin
2015-03-28,2015,3,87,17.05,130.15,27.18,0.4435,-0.0833,4.35,0.213,0.021,228.4,4.573,0.7479,40.16,yellowfin
2015-04-01,2015,4,91,0.87,148.12,30.32,0.4188,0.0966,3.78,0.33,0.0118,68.5,4.658,0.5485,24.53,yellowfin
2015-04-01,2015,4,91,18.57,169.22,24.38,0.3397,0.0403,3.97,0.182,0.0313,144.6,3.611,0.3183,14.02,yellowfin
2015-04-03,2015,4,93,6.68,155.13,32.58,0.2275,-0.0384,2.85,0.393,0.0244,80.3,3.935,0.1689,17.21,yellowfin
2015-04-08,2015,4,98,25.26,131.9,26.13,0.5477,0.0653,4.55,0.139,0.0303,76.9,4.535,0.6592,53.05,yellowfin
2015-04-12,2015,4,102,26.53,165.46,22.43,0.5323,0.102,5.56,0.253,0.0315,62.1,4.561,0.1173,17.61,yellowfin
2015-04-14,2015,4,104,2.11,165.22,30.82,0.3309,0.0487,4.55,0.32,0.0144,66.0,5.751,0.437,24.69,yellowfin
2015-04-15,2015,4,105,13.4,173.9,26.87,0.3935,0.079,4.17,0.299,0.0223,170.5,4.31,0.6973,28.71,yellowfin
2015-04-15,2015,4,105,10.94,122.8,27.09,0.3306,0.0284,4.23,0.286,0.0355,152.7,4.426,0.6809,26.06,yellowfin
2015-04-17,2015,4,107,21.48,143.47,23.38,0.4037,0.0299,4.87,0.351,0.0325,121.3,4.199,0.2007,36.97,yellowfin
2015-04-18,2015,4,108,18.64,151.33,27.39,0.3495,0.0417,4.62,0.139,0.0352,149.5,4.913,0.7129,39.99,yellowfin
2015-04-19,2015,4,109,1.2,162.36,30.03,0.379,0.1443,4.23,0.311,0.0243,63.2,5.142,0.5773,24.87,yellowfin
2015-04-19,2015,4,109,14.09,128.48,28.11,0.4586,-0.1145,4.36,0.305,0.0254,234.2,4.806,0.786,45.75,yellowfin
2015-04-20,2015,4,110,14.97,131.03,26.72,0.2667,0.2071,3.79,0.456,0.0224,164.5,3.887,0.6023,44.12,yellowfin
2015-04-22,2015,4,112,17.65,161.26,26.19,0.3003,0.0796,4.94,0.257,0.0392,164.1,4.931,0.5659,48.6,yellowfin
2015-04-24,2015,4,114,5.62,166.63,30.39,0.2783,0.0661,3.7,0.55,0.0313,99.8,4.581,0.4741,27.7,yellowfin
2015-04-24,2015,4,114,28.42,161.8,23.19,0.5335,-0.0142,5.09,0.285,0.0319,58.6,4.346,0.1915,29.27,yellowfin
2015-04-24,2015,4,114,10.72,130.9,29.07,0.195,-0.0277,3.42,0.495,0.0283,175.2,3.965,0.549,35.7,yellowfin
2015-04-27,2015,4,117,12.06,158.76,29.92,0.2796,0.0694,3.17,0.34,0.0215,144.1,3.828,0.5387,26.61,yellowfin
2015-04-28,2015,4,118,23.52,159.09,23.68,0.4877,0.0694,5.05,0.292,0.0366,112.0,4.419,0.2482,33.14,yellowfin
2015-05-02,2015,5,122,32.76,166.06,20.0,0.6161,-0.1359,5.89,0.261,0.0204,81.7,4.239,0.0153,31.9,yellowfin
2015-05-03,2015,5,123,22.4,160.58,23.69,0.419,-0.0693,4.44,0.212,0.0448,214.9,3.893,0.2409,51.26,yellowfin
2015-05-04,2015,5,124,29.83,161.48,20.24,0.5535,-0.1377,5.2,0.256,0.0447,53.3,3.793,0.019,41.63,yellowfin
2015-05-09,2015,5,129,0.87,171.01,27.77,0.5068,-0.0943,4.11,0.293,0.0109,72.2,4.452,0.8029,48.59,yellowfin
2015-05-10,2015,5,130,33.93,129.62,20.07,0.7916,-0.0824,5.1,0.29,0.0135,87.5,3.684,0.0172,25.26,yellowfin
2015-05-13,2015,5,133,27.32,166.27,23.67,0.4836,-0.1741,4.59,0.431,0.0408,106.8,4.021,0.2467,42.43,yellowfin
2015-05-16,2015,5,136,6.31,161.61,29.54,0.2474,-0.0591,4.14,0.297,0.0123,63.5,4.912,0.5594,46.09,yellowfin
2015-05-18,2015,5,138,18.41,145.05,26.02,0.335,-0.0219,4.44,0.195,0.0254,228.8,4.399,0.5644,59.74,yellowfin
2015-05-20,2015,5,140,4.8,155.94,29.9,0.2766,0.0896,3.57,0.324,0.0137,249.9,4.306,0.5394,54.03,yellowfin
2015-05-21,2015,5,141,9.02,167.66,28.83,0.1837,0.1463,4.46,0.492,0.0243,110.6,5.103,0.5506,47.44,yellowfin
2015-05-21,2015,5,141,26.0,172.2,22.52,0.6287,-0.0594,4.89,0.175,0.0377,95.3,4.031,0.1286,43.63,yellowfin
2015-05-21,2015,5,141,9.25,127.15,28.98,0.3125,-0.014,3.89,0.344,0.0209,183.4,4.483,0.6636,48.79,yellowfin
2015-05-23,2015,5,143,29.38,123.17,22.8,0.7465,-0.077,4.35,0.197,0.0343,78.9,3.639,0.1601,41.34,yellowfin
2015-05-24,2015,5,144,20.77,121.2,24.94,0.5451,-0.0938,4.88,0.346,0.0364,179.1,4.571,0.4555,59.04,yellowfin
2015-05-25,2015,5,145,6.73,127.88,29.17,0.3787,-0.0672,4.72,0.426,0.013,94.0,5.494,0.6861,47.71,yellowfin
2015-05-28,2015,5,148,18.82,144.09,25.5,0.4065,0.0214,4.74,0.257,0.0211,212.1,4.564,0.5156,70.68,yellowfin
2015-05-28,2015,5,148,7.69,145.52,29.77,0.2308,0.1979,3.28,0.328,0.0174,106.1,3.936,0.5198,32.76,yellowfin
2015-06-01,2015,6,152,18.01,157.25,25.35,0.3012,-0.0438,4.89,0.25,0.028,169.1,4.672,0.448,68.61,yellowfin
2015-06-06,2015,6,157,7.95,144.7,29.32,0.1909,0.0122,3.53,0.374,0.0176,103.3,4.139,0.5235,36.06,yellowfin
2015-06-08,2015,6,159,19.86,130.2,24.33,0.3922,0.1008,4.42,0.128,0.0417,151.5,4.002,0.3253,51.31,yellowfin
2015-06-08,2015,6,159,0.72,174.67,28.64,0.5032,-0.0509,4.25,0.262,0.0201,72.0,4.811,0.7838,51.59,yellowfin
2015-06-11,2015,6,162,33.46,127.19,17.47,0.7787,-0.165,5.75,0.308,0.0119,122.7,3.607,0.0009,24.46,yellowfin
2015-06-11,2015,6,162,1.08,170.32,27.03,0.4847,0.0614,4.48,0.342,0.0171,101.0,4.673,0.7519,66.02,yellowfin
2015-06-11,2015,6,162,13.75,125.28,26.77,0.375,0.0301,4.75,0.242,0.0717,169.6,4.886,0.6777,84.9,yellowfin
2015-06-12,2015,6,163,23.36,145.12,23.27,0.4197,-0.0537,4.58,0.155,0.0347,116.3,3.923,0.1901,46.2,yellowfin
2015-06-12,2015,6,163,14.58,120.09,26.18,0.3981,0.0668,4.71,0.233,0.0236,156.6,4.706,0.6164,61.22,yellowfin
2015-06-12,2015,6,163,19.89,150.37,25.25,0.3791,0.1832,4.6,0.379,0.048,138.2,4.375,0.4659,55.98,yellowfin
2015-06-15,2015,6,166,8.74,149.01,28.43,0.1661,0.2138,3.72,0.384,0.0331,115.8,4.164,0.543,49.75,yellowfin
2015-06-15,2015,6,166,11.26,165.53,28.09,0.2752,-0.013,4.32,0.317,0.0357,133.8,4.763,0.6741,57.56,yellowfin
2015-06-18,2015,6,169,26.54,166.54,21.88,0.4647,0.0149,5.26,0.18,0.0304,65.8,4.191,0.0761,44.55,yellowfin
2015-06-21,2015,6,172,8.54,151.57,29.12,0.2232,0.0694,3.83,0.3,0.0201,129.1,4.443,0.5767,59.19,yellowfin
2015-06-23,2015,6,174,11.1,172.41,26.75,0.3224,0.0855,4.62,0.393,0.022,128.9,4.747,0.6453,55.89,yellowfin
2015-06-25,2015,6,176,23.22,126.15,21.94,0.5592,0.023,4.8,0.123,0.0427,99.3,3.833,0.0829,32.49,yellowfin
2015-06-26,2015,6,177,17.76,144.11,25.52,0.295,-0.0024,4.54,0.251,0.034,197.3,4.381,0.4708,68.53,yellowfin
2015-07-01,2015,7,182,20.83,174.52,23.68,0.5094,0.0192,5.23,0.171,0.0353,155.6,4.58,0.2516,47.49,yellowfin
2015-07-03,2015,7,184,33.33,169.09,16.3,0.6241,0.0301,6.36,0.342,0.0167,131.0,3.739,0.0002,27.62,yellowfin
2015-07-04,2015,7,185,16.03,140.97,25.24,0.2614,0.0787,4.4,0.237,0.024,157.2,4.181,0.411,48.17,yellowfin
2015-07-05,2015,7,186,13.45,167.75,27.63,0.1909,-0.0169,3.98,0.654,0.0239,173.4,4.284,0.5791,47.91,yellowfin
2015-07-06,2015,7,187,25.3,140.94,21.39,0.4674,-0.009,5.35,0.204,0.0398,82.2,4.148,0.0516,52.27,yellowfin
2015-07-10,2015,7,191,24.57,155.64,21.62,0.4151,-0.062,5.17,0.316,0.0376,89.8,4.057,0.0601,44.74,yellowfin
2015-07-10,2015,7,191,0.43,154.77,25.8,0.4043,0.0458,4.5,0.249,0.034,78.0,4.408,0.5626,92.33,yellowfin
2015-07-14,2015,7,195,18.29,162.02,23.5,0.2906,0.0031,4.92,0.384,0.0259,146.5,4.27,0.1939,43.41,yellowfin
2015-07-15,2015,7,196,26.11,150.31,21.82,0.4459,0.0334,5.39,0.179,0.0345,110.2,4.275,0.0718,31.98,yellowfin
2015-07-24,2015,7,205,9.54,135.32,26.33,0.158,0.0367,4.16,0.515,0.0291,101.0,4.184,0.4507,51.85,yellowfin
2015-07-24,2015,7,205,20.31,162.59,23.56,0.3202,-0.0233,5.29,0.377,0.0589,128.4,4.604,0.207,53.9,yellowfin
2015-07-26,2015,7,207,0.98,121.0,25.88,0.5002,-0.0295,4.75,0.392,0.0134,64.1,4.668,0.6065,32.15,yellowfin
2015-07-27,2015,7,208,14.15,168.82,27.78,0.2573,0.033,4.1,0.242,0.0323,216.7,4.449,0.6562,83.31,yellowfin
2015-07-27,2015,7,208,34.82,146.75,17.99,0.6674,0.1395,5.58,0.296,0.0102,104.3,3.598,0.0016,28.08,yellowfin
2015-07-28,2015,7,209,29.55,129.62,20.25,0.6538,0.0095,5.92,0.266,0.0416,138.3,4.316,0.0199,48.08,yellowfin
2015-08-01,2015,8,213,17.65,149.06,25.9,0.2922,0.0026,4.77,0.164,0.0223,163.3,4.696,0.5227,55.99,yellowfin
2015-08-01,2015,8,213,26.29,130.45,20.04,0.4709,-0.0502,5.81,0.139,0.0387,59.8,4.194,0.0152,53.97,yellowfin
2015-08-02,2015,8,214,24.88,135.78,22.48,0.4067,-0.1717,4.76,0.132,0.0481,91.6,3.916,0.1132,50.38,yellowfin
2015-08-02,2015,8,214,17.79,160.28,24.92,0.2926,0.1131,4.89,0.233,0.0298,155.0,4.575,0.3811,53.81,yellowfin
2015-08-04,2015,8,216,21.91,168.12,23.41,0.3796,-0.0253,5.02,0.267,0.033,134.8,4.333,0.1999,56.98,yellowfin
2015-08-08,2015,8,220,13.73,149.54,25.15,0.1888,-0.1261,3.73,0.42,0.0204,246.8,3.532,0.3501,47.04,yellowfin
2015-08-09,2015,8,221,33.21,173.88,16.7,0.7477,-0.1747,6.37,0.283,0.0162,84.6,3.828,0.0003,28.89,yellowfin
2015-08-09,2015,8,221,22.5,165.76,22.47,0.3675,-0.1226,5.65,0.15,0.0444,112.1,4.64,0.1092,60.77,yellowfin
2015-08-11,2015,8,223,25.9,166.23,20.53,0.4431,0.0388,5.46,0.187,0.0332,108.2,4.046,0.0238,34.44,yellowfin
2015-08-11,2015,8,223,32.8,169.21,17.41,0.5925,0.0043,5.93,0.37,0.01,85.7,3.707,0.0008,25.11,yellowfin
2015-08-13,2015,8,225,34.69,134.36,17.01,0.6249,-0.0783,5.59,0.293,0.0203,121.1,3.421,0.0004,22.95,yellowfin
2015-08-13,2015,8,225,19.27,135.95,24.21,0.3149,-0.0185,5.03,0.197,0.0234,137.1,4.531,0.2874,67.22,yellowfin
2015-08-14,2015,8,226,22.95,158.01,23.18,0.4881,-0.0315,5.39,0.116,0.0306,106.0,4.601,0.1872,34.89,yellowfin
2015-08-17,2015,8,229,0.9,121.95,26.27,0.5133,-0.0847,3.94,0.438,0.0202,117.4,3.956,0.6701,33.29,yellowfin
2015-08-18,2015,8,230,21.93,123.89,22.6,0.5246,-0.0737,5.64,0.139,0.0662,115.0,4.663,0.1309,48.78,yellowfin
2015-08-18,2015,8,230,27.65,123.55,19.7,0.6201,-0.0285,5.67,0.231,0.0322,59.9,4.017,0.0113,30.76,yellowfin
2015-08-19,2015,8,231,3.9,127.28,27.4,0.3866,-0.0352,4.1,0.283,0.0103,98.1,4.359,0.735,48.17,yellowfin
2015-08-19,2015,8,231,3.29,172.24,27.76,0.5078,0.1077,3.77,0.36,0.0168,66.6,4.079,0.803,31.09,yellowfin
2015-08-20,2015,8,232,7.05,150.3,27.81,0.2228,-0.0441,4.35,0.34,0.0215,75.8,4.722,0.6215,51.86,yellowfin
2015-08-25,2015,8,237,31.39,157.4,19.91,0.5349,-0.1889,5.68,0.332,0.0115,68.4,4.071,0.0137,29.73,yellowfin
2015-08-28,2015,8,240,3.53,152.57,28.33,0.2642,-0.004,4.42,0.3,0.0149,91.5,4.925,0.6602,47.94,yellowfin
2015-08-28,2015,8,240,32.5,147.73,17.61,0.5872,0.0148,6.12,0.26,0.0259,168.8,3.866,0.001,30.08,yellowfin
2015-09-04,2015,9,247,33.56,164.05,18.21,0.6645,-0.135,5.5,0.303,0.0156,101.8,3.594,0.0021,32.43,yellowfin
2015-09-05,2015,9,248,29.27,174.4,19.32,0.7077,-0.2785,5.72,0.217,0.0315,115.4,3.969,0.0077,27.25,yellowfin
2015-09-05,2015,9,248,6.43,120.05,29.15,0.3681,-0.09,3.8,0.326,0.0127,132.9,4.413,0.6827,31.63,yellowfin
2015-09-05,2015,9,248,19.35,160.11,24.23,0.3467,-0.1532,4.72,0.122,0.0493,145.2,4.26,0.3001,39.56,yellowfin
2015-09-07,2015,9,250,6.6,124.22,28.18,0.3562,0.1059,4.17,0.396,0.014,67.7,4.616,0.7324,35.77,yellowfin
2015-09-08,2015,9,251,9.47,165.47,26.71,0.1727,0.0277,4.2,0.318,0.0123,115.5,4.306,0.5039,28.84,yellowfin
2015-09-12,2015,9,255,18.27,135.38,25.25,0.3158,-0.0551,4.73,0.151,0.0223,145.9,4.496,0.4401,56.33,yellowfin
2015-09-14,2015,9,257,26.21,130.27,22.13,0.4433,-0.0413,5.15,0.143,0.0442,142.6,4.156,0.0905,47.09,yellowfin
2015-09-15,2015,9,258,10.93,173.32,26.92,0.3392,0.0504,5.2,0.281,0.0311,130.4,5.396,0.6719,52.06,yellowfin
2015-09-22,2015,9,265,1.36,127.0,26.87,0.4546,0.1395,3.93,0.388,0.0218,108.1,4.066,0.7247,36.39,yellowfin
2015-09-23,2015,9,266,12.23,155.94,27.48,0.1567,0.0618,4.12,0.279,0.0301,140.0,4.393,0.526,57.78,yellowfin
2015-10-02,2015,10,275,10.62,129.52,27.48,0.322,0.096,4.53,0.374,0.052,183.3,4.841,0.6995,73.82,yellowfin
2015-10-04,2015,10,277,21.73,163.96,24.76,0.5655,0.0842,4.62,0.12,0.0363,239.9,4.28,0.4286,31.96,yellowfin
2015-10-04,2015,10,277,1.21,132.33,27.61,0.2924,0.1225,4.53,0.533,0.013,136.4,4.87,0.6824,26.91,yellowfin
2015-10-05,2015,10,278,4.52,164.65,29.19,0.2452,-0.0236,4.07,0.332,0.0377,54.2,4.74,0.5921,34.55,yellowfin
2015-10-06,2015,10,279,31.96,161.42,19.26,0.6283,-0.0811,5.66,0.419,0.0186,66.2,3.917,0.0071,13.08,yellowfin
2015-10-07,2015,10,280,7.33,152.33,29.76,0.2066,-0.0681,3.33,0.332,0.0124,134.7,3.989,0.4981,25.16,yellowfin
2015-10-07,2015,10,280,27.17,158.15,22.05,0.4608,-0.0347,5.14,0.252,0.0491,55.9,4.13,0.0865,26.45,yellowfin
2015-10-09,2015,10,282,5.11,124.36,29.25,0.421,0.0765,4.07,0.311,0.0112,76.9,4.76,0.6982,27.93,yellowfin
2015-10-11,2015,10,284,14.28,125.17,27.26,0.3883,0.019,3.67,0.258,0.0255,221.0,3.87,0.7275,36.95,yellowfin
2015-10-13,2015,10,286,5.44,150.63,29.17,0.2123,-0.0181,3.7,0.301,0.0145,179.1,4.304,0.5611,19.48,yellowfin
2015-10-13,2015,10,286,19.15,165.09,24.93,0.327,0.1381,4.87,0.308,0.0405,152.1,4.552,0.3969,28.14,yellowfin
2015-10-13,2015,10,286,30.65,153.11,20.03,0.5373,-0.0142,5.69,0.386,0.0245,91.7,4.099,0.0154,14.79,yellowfin
2015-10-14,2015,10,287,14.47,139.71,27.73,0.1914,0.1463,4.25,0.238,0.0469,165.3,4.59,0.5821,28.59,yellowfin
2015-10-15,2015,10,288,24.35,137.44,23.32,0.4735,-0.0338,5.3,0.411,0.0421,97.1,4.555,0.2016,39.99,yellowfin
2015-10-16,2015,10,289,30.62,120.9,20.27,0.7313,0.032,5.43,0.22,0.0178,82.3,3.963,0.0207,13.79,yellowfin
2015-10-17,2015,10,290,19.38,150.76,23.81,0.2979,0.0369,4.66,0.325,0.0312,190.9,4.108,0.2319,33.7,yellowfin
2015-10-19,2015,10,292,30.05,158.36,20.51,0.5108,0.01,5.71,0.21,0.0245,94.9,4.221,0.0242,11.66,yellowfin
2015-10-21,2015,10,294,29.76,167.34,21.34,0.5465,-0.1286,4.99,0.211,0.0328,100.5,3.86,0.0514,13.19,yellowfin
2015-10-21,2015,10,294,12.22,173.24,27.74,0.3456,0.0061,3.97,0.343,0.0222,133.7,4.299,0.7243,29.63,yellowfin
2015-10-23,2015,10,296,22.13,171.1,24.3,0.5431,0.0617,4.87,0.11,0.0387,112.8,4.405,0.3484,41.32,yellowfin
2015-10-23,2015,10,296,25.29,142.77,22.0,0.4332,-0.0814,5.31,0.18,0.0335,70.3,4.251,0.0816,24.38,yellowfin
2015-10-26,2015,10,299,34.28,164.11,19.24,0.608,0.0501,5.73,0.542,0.0145,98.8,3.958,0.0069,14.88,yellowfin
2015-10-26,2015,10,299,14.17,144.68,26.02,0.2086,0.0344,4.41,0.225,0.0281,205.7,4.364,0.4749,33.75,yellowfin
2015-11-03,2015,11,307,6.47,144.22,30.03,0.2104,0.0682,4.15,0.414,0.0216,84.8,5.048,0.4701,22.67,yellowfin
2015-11-03,2015,11,307,32.37,125.45,21.09,0.7227,-0.0053,5.45,0.571,0.014,171.3,4.156,0.0437,18.36,yellowfin
2015-11-08,2015,11,312,2.27,123.02,29.92,0.4739,-0.0611,4.24,0.276,0.0323,197.7,5.123,0.63,27.23,yellowfin
2015-11-11,2015,11,315,2.86,155.65,28.63,0.2577,0.0609,4.78,0.479,0.016,52.7,5.416,0.6427,31.89,yellowfin
2015-11-11,2015,11,315,27.4,131.35,22.19,0.5048,-0.0846,5.03,0.213,0.0351,53.9,4.071,0.0979,23.55,yellowfin
2015-11-16,2015,11,320,14.05,158.17,27.28,0.2147,0.2021,3.96,0.344,0.0431,286.2,4.183,0.5938,32.95,yellowfin
2015-11-19,2015,11,323,18.48,138.39,25.17,0.3125,-0.0401,4.95,0.164,0.0261,147.2,4.691,0.4273,29.01,yellowfin
2015-11-21,2015,11,325,28.4,122.96,22.38,0.6533,-0.0223,4.94,0.308,0.0316,119.8,4.038,0.118,17.8,yellowfin
2015-11-25,2015,11,329,7.81,171.93,30.05,0.4259,0.1202,3.96,0.515,0.0166,80.4,4.824,0.5929,20.29,yellowfin
2015-11-26,2015,11,330,10.44,166.22,28.96,0.1273,0.1205,3.6,0.363,0.0262,117.5,4.149,0.4568,18.4,yellowfin
2015-11-27,2015,11,331,18.72,170.37,27.69,0.4256,-0.0341,4.16,0.208,0.0414,188.4,4.49,0.7672,30.36,yellowfin
2015-12-02,2015,12,336,11.49,124.76,29.74,0.3134,0.0417,4.11,0.363,0.041,143.0,4.918,0.5837,28.53,yellowfin
2015-12-04,2015,12,338,22.69,162.75,25.84,0.3868,-0.0433,4.59,0.289,0.0418,110.6,4.499,0.562,26.7,yellowfin
2015-12-05,2015,12,339,21.36,163.5,26.05,0.3566,0.012,4.34,0.172,0.0364,137.0,4.305,0.5784,21.11,yellowfin
2015-12-05,2015,12,339,9.93,143.01,29.75,0.1654,0.105,3.27,0.327,0.0195,103.9,3.916,0.4524,19.99,yellowfin
2015-12-07,2015,12,341,17.34,126.09,26.28,0.4158,-0.0002,4.77,0.243,0.0228,174.1,4.782,0.6373,28.73,yellowfin
2015-12-07,2015,12,341,16.24,161.38,28.09,0.2597,0.0296,4.75,0.209,0.0237,153.8,5.232,0.6602,18.14,yellowfin
