lat,lon,month,proxy_cpue,total_fishing_hours,sst,chl,ssh,eke,current_speed,month_sin,month_cos,sst_chl_interaction,bathy_depth,bathy_slope,bathy_dist_to_seamount,bathy_dist_to_shelf_break
15.0,134.0,2,0.0017600241117179394,19.630555555555556,22.826515,0.09921868,-0.0063295383,0.0016638618513581827,0.05349056316611598,0.8660254037844386,0.5000000000000001,-22.904274,-4719.0,2.2406795024871826,500.0,300.0
15.0,134.0,3,0.0015667377738282084,17.474722222222223,22.43427,0.15067218,0.03883861,0.001642383860400352,0.057442262954426934,1.0,6.123233995736766e-17,-18.44023,-4719.0,2.2406795024871826,500.0,300.0
15.0,134.25,2,0.0010451310081407428,11.656944444444445,21.89552,0.097229525,0.06050369,0.0015321644044544534,0.04814077759527934,0.8660254037844386,0.5000000000000001,-22.162683,-4593.5,3.3877620697021484,500.0,300.0
15.0,134.25,3,0.001025281846523285,11.435555555555556,23.649939,0.16875166,-0.006104622,0.001494977723281468,0.04550582614085474,1.0,6.123233995736766e-17,-18.275536,-4593.5,3.3877620697021484,500.0,300.0
15.0,134.5,1,0.0004948091227561235,5.518888888888889,23.147652,0.15992346,0.064744994,0.001660938985175461,0.0676102700161956,0.49999999999999994,0.8660254037844387,-18.427563,-4468.0,2.2441420555114746,500.0,300.0
15.0,134.5,2,0.002667306922376156,29.75,23.170742,0.14112529,0.0076259,0.00137171018251782,0.046685178815012066,0.8660254037844386,0.5000000000000001,-19.704287,-4468.0,2.2441420555114746,500.0,300.0
15.0,134.5,3,0.005557063966989517,61.98111111111111,23.619667,0.13749799,-0.01743686,0.002416826029985491,0.03391875983851217,1.0,6.123233995736766e-17,-20.353153,-4468.0,2.2441420555114746,500.0,300.0
15.0,134.75,2,0.002730316249653697,30.452777777777776,21.318087,0.16278833,0.062722504,0.0015582991462199944,0.05791376912976436,0.8660254037844386,0.5000000000000001,-16.806684,-4496.0,1.8241130113601685,500.0,300.0
15.0,134.75,3,0.001000028452835977,11.15388888888889,23.455936,0.08786848,0.027264535,0.0007845583875790484,0.06298337700809731,1.0,6.123233995736766e-17,-24.773384,-4496.0,1.8241130113601685,500.0,300.0
15.0,135.0,1,6.684455729555339e-05,0.7455555555555555,23.253765,0.08977787,0.0074050613,0.0014417689882247125,0.04061409655250805,0.49999999999999994,0.8660254037844387,-24.342754,-4524.0,1.126661777496338,500.0,300.0
15.0,135.0,2,0.005375457927584648,59.955555555555556,21.906086,0.12372903,0.035387747,0.0008913652620909441,0.041973377752405686,0.8660254037844386,0.5000000000000001,-19.880396,-4524.0,1.126661777496338,500.0,300.0
15.0,135.0,3,0.0008437755168415606,9.411111111111111,23.822426,0.07448237,-0.04689884,0.0007648143604980133,0.04575105592361999,1.0,6.123233995736766e-17,-26.870422,-4524.0,1.126661777496338,500.0,300.0
15.25,125.25,2,0.00017732236301526427,1.9777777777777779,23.457918,0.55811447,0.06587454,0.000815004210196837,0.04185539959282652,0.8660254037844386,0.5000000000000001,-5.9413443,-4962.0,8.251736640930176,189.89532470703125,300.0
15.25,125.5,2,0.0013539011124521494,15.100833333333334,21.490417,0.3303612,0.008561281,0.0010258486274661467,0.03159466248553298,0.8660254037844386,0.5000000000000001,-10.337127,-4771.5,3.0451877117156982,216.47735595703125,300.0
15.25,128.0,1,0.0008120467537082732,9.057222222222222,24.133142,0.24803598,0.017916115,0.0010458229898719594,0.05036675559194118,0.49999999999999994,0.8660254037844387,-14.612264,-5560.0,5.044897556304932,483.8338623046875,300.0
15.25,128.0,2,8.589674689574167e-05,0.9580555555555555,22.417353,0.16749942,0.023648806,0.0009131777963774433,0.03204946936594621,0.8660254037844386,0.5000000000000001,-17.395567,-5560.0,5.044897556304932,483.8338623046875,300.0
15.25,128.0,3,0.005234695505350828,58.38555555555555,23.390888,0.18184444,0.0959113,0.0012890758507351466,0.06868259824992148,1.0,6.123233995736766e-17,-17.316273,-5560.0,5.044897556304932,483.8338623046875,300.0
15.25,128.25,3,0.0009601308847777545,10.70888888888889,22.205372,0.19257338,0.032523494,0.0018256637229887279,0.031605346031867626,1.0,6.123233995736766e-17,-15.885806,-5785.75,4.035222053527832,500.0,300.0
15.25,128.5,1,0.00040271104080602527,4.491666666666666,22.099031,0.11792195,-0.08283617,0.0006410563429922014,0.032219938147819545,0.49999999999999994,0.8660254037844387,-20.51686,-6011.5,2.2867112159729004,500.0,300.0
15.25,128.5,3,0.00043356811511330307,4.835833333333333,23.584204,0.1563923,0.11716715,0.0012849562328942114,0.034501040313998484,1.0,6.123233995736766e-17,-19.00379,-6011.5,2.2867112159729004,500.0,300.0
15.25,128.75,1,0.0029211121145635843,32.58083333333333,22.013157,0.1567313,-0.04265088,0.0016692756076971684,0.05648685863982842,0.49999999999999994,0.8660254037844387,-17.717163,-5747.75,5.026200294494629,500.0,300.0
15.25,128.75,2,1.636247179703787e-05,0.1825,22.322079,0.080884054,0.09071946,0.0008204344194949409,0.057217602667657796,0.8660254037844386,0.5000000000000001,-24.37877,-5747.75,5.026200294494629,500.0,300.0
15.25,128.75,3,0.0011937132803723216,13.314166666666665,20.969137,0.11297252,0.023622964,0.0008908893522949442,0.03608896260938557,1.0,6.123233995736766e-17,-19.858343,-5747.75,5.026200294494629,500.0,300.0
15.25,129.0,1,0.0055061583407223225,61.413333333333334,24.29716,0.09460224,0.016243912,0.000922913303558009,0.048163624746636616,0.49999999999999994,0.8660254037844387,-24.882685,-5484.0,2.318516492843628,500.0,300.0
15.25,129.0,2,0.00029773719143122435,3.3208333333333333,24.095371,0.09299769,-0.05367776,0.0014277850035610451,0.04588376037609244,0.8660254037844386,0.5000000000000001,-24.855047,-5484.0,2.318516492843628,500.0,300.0
15.25,129.0,3,0.0015055715339258313,16.7925,22.240154,0.20753768,0.029146617,0.0013848699333832838,0.04256901234376591,1.0,6.123233995736766e-17,-15.187869,-5484.0,2.318516492843628,500.0,300.0
15.25,129.25,1,0.00305664399638772,34.0925,26.45605,0.21382347,0.010916722,0.0012943360547344803,0.049804261542661106,0.49999999999999994,0.8660254037844387,-17.724089,-5487.5,0.7540760636329651,500.0,300.0
15.25,129.25,2,0.0025508520193398,28.45111111111111,25.082941,0.094544575,0.057332568,0.0013322255656768337,0.019708268305379476,0.8660254037844386,0.5000000000000001,-25.694046,-5487.5,0.7540760636329651,500.0,300.0
15.25,129.25,3,0.0024806950241327286,27.66861111111111,21.590042,0.068496235,0.009894588,0.0011835170428696556,0.060532405906839205,1.0,6.123233995736766e-17,-25.138006,-5487.5,0.7540760636329651,500.0,300.0
15.25,129.5,1,0.002567363902926445,28.63527777777778,23.478052,0.20050539,-0.045638163,0.00012740572889672393,0.041030917773667464,0.49999999999999994,0.8660254037844387,-16.384722,-5491.0,1.8439842462539673,500.0,300.0
15.25,129.5,2,0.003927640616893768,43.80722222222222,23.60807,0.12180824,-0.08034013,0.0008316620852231665,0.025395798050834473,0.8660254037844386,0.5000000000000001,-21.58541,-5491.0,1.8439842462539673,500.0,300.0
15.25,129.5,3,0.004593595862388611,51.235,24.371418,0.13730928,-0.02362708,0.0006463572125045141,0.028466131664566234,1.0,6.123233995736766e-17,-21.015476,-5491.0,1.8439842462539673,500.0,300.0
15.25,129.75,1,0.0023230973165482283,25.910833333333333,23.274803,0.16031022,-0.02591748,0.0010904873559327594,0.03508877943607078,0.49999999999999994,0.8660254037844387,-18.50437,-5678.5,3.376028060913086,500.0,300.0
15.25,129.75,2,0.00275218253955245,30.696666666666665,21.844574,0.11656617,-0.02872823,0.0006290265549623759,0.026730744073380074,0.8660254037844386,0.5000000000000001,-20.390326,-5678.5,3.376028060913086,500.0,300.0
15.25,129.75,3,0.0009786102455109358,10.915,26.31591,0.121649906,-0.011617454,0.0009639345558387414,0.040320900522050125,1.0,6.123233995736766e-17,-24.076117,-5678.5,3.376028060913086,500.0,300.0
15.25,130.0,1,0.0018614863511174917,20.762222222222224,23.03921,0.14219104,0.061246052,0.0006391349884212051,0.034518645917083,0.49999999999999994,0.8660254037844387,-19.517155,-5866.0,2.0717453956604004,500.0,300.0
15.25,130.0,2,0.00541122118011117,60.35444444444444,22.623152,0.05928433,-0.052723825,0.0014669503778541113,0.06232118699180531,0.8660254037844386,0.5000000000000001,-27.759966,-5866.0,2.0717453956604004,500.0,300.0
15.25,130.0,3,0.0008385704131796956,9.353055555555557,22.99711,0.14059572,0.038933173,0.002213890256073913,0.05574367107562576,1.0,6.123233995736766e-17,-19.59418,-5866.0,2.0717453956604004,500.0,300.0
15.25,130.25,2,0.0011288112727925181,12.590277777777779,22.845623,0.08753928,-0.057284817,0.0009593464232890815,0.03225828667997733,0.8660254037844386,0.5000000000000001,-24.166033,-5818.0,1.2943400144577026,500.0,300.0
15.25,130.25,3,0.0013795779086649418,15.38722222222222,21.239054,0.09604126,-0.030704966,0.0016066584617686237,0.05276452813211082,1.0,6.123233995736766e-17,-21.611631,-5818.0,1.2943400144577026,500.0,300.0
15.25,130.5,1,0.0005455402424558997,6.084722222222222,23.362171,0.1797368,0.027242547,0.0004947890222446007,0.06079414249408889,0.49999999999999994,0.8660254037844387,-17.413298,-5770.0,2.7258944511413574,500.0,300.0
15.25,130.5,2,0.000317312398692593,3.539166666666667,23.847559,0.08446492,0.013522262,0.0004885354867142647,0.024415190194062283,0.8660254037844386,0.5000000000000001,-25.596148,-5770.0,2.7258944511413574,500.0,300.0
15.25,130.5,3,0.0034559681080281734,38.546388888888885,24.763397,0.2044524,-0.046554245,0.0011161499217132995,0.03358098813801401,1.0,6.123233995736766e-17,-17.07208,-5770.0,2.7258944511413574,500.0,300.0
15.25,130.75,1,0.0017632368253543973,19.66638888888889,22.645061,0.09567752,-0.019823788,0.0008916594444616519,0.03132282815025428,0.49999999999999994,0.8660254037844387,-23.079622,-5518.25,4.965765953063965,500.0,300.0
15.25,130.75,2,0.0016808765940368176,18.747777777777777,23.446499,0.112576164,0.011093412,0.0004745710244753739,0.03450477312061893,0.8660254037844386,0.5000000000000001,-22.24026,-5518.25,4.965765953063965,500.0,300.0
15.25,130.75,3,0.0003896858252119273,4.346388888888889,24.508837,0.13281758,-0.02550201,0.0009138254012150511,0.05113136569147706,1.0,6.123233995736766e-17,-21.487988,-5518.25,4.965765953063965,500.0,300.0
15.25,131.0,1,0.0007438822649419308,8.296944444444444,20.87318,0.1336045,-0.0097539,0.0011193440574655577,0.032169219965164045,0.49999999999999994,0.8660254037844387,-18.246895,-5266.5,1.9079251289367676,500.0,300.0
15.25,131.0,2,0.0026789873372763395,29.880277777777778,20.33503,0.06965909,0.025446601,0.0009837339575350195,0.030403442554363672,0.8660254037844386,0.5000000000000001,-23.528082,-5266.5,1.9079251289367676,500.0,300.0
15.25,131.0,3,0.0009559966856613755,10.662777777777778,24.335178,0.068952635,0.0200733,0.00034216974794325,0.03356402950282354,1.0,6.123233995736766e-17,-28.26407,-5266.5,1.9079251289367676,500.0,300.0
15.25,131.25,2,0.00021306078997440636,2.3763888888888887,23.114908,0.08722757,0.0038160346,0.0013093396616484644,0.0345013696035085,0.8660254037844386,0.5000000000000001,-24.48669,-5533.75,5.198597431182861,500.0,300.0
15.25,131.25,3,0.0012792114866897464,14.267777777777777,24.632284,0.08045776,0.049868956,0.0014992062087634075,0.010783152650181767,1.0,6.123233995736766e-17,-26.95836,-5533.75,5.198597431182861,500.0,300.0
15.25,131.5,1,0.00026321911718696356,2.9358333333333335,22.184778,0.13372672,0.013227854,0.0010322788454125032,0.03416203973147737,0.49999999999999994,0.8660254037844387,-19.384655,-5801.0,6.322067737579346,500.0,300.0
15.25,131.5,2,0.0012499981094151735,13.941944444444445,23.175068,0.107337005,0.08143429,0.0009813641249444669,0.045948627004011956,0.8660254037844386,0.5000000000000001,-22.462446,-5801.0,6.322067737579346,500.0,300.0
15.25,131.5,3,0.00503734964877367,56.184444444444445,22.762306,0.09716346,0.0017522145,0.0010424448926684435,0.0364528018666758,1.0,6.123233995736766e-17,-23.046768,-5801.0,6.322067737579346,500.0,300.0
15.25,131.75,1,0.0012018571142107248,13.405000000000001,23.81607,0.20899661,0.06693765,0.0007282171754040099,0.056760651142894795,0.49999999999999994,0.8660254037844387,-16.191612,-5888.5,3.975990056991577,500.0,300.0
15.25,131.75,3,0.0010086455149576068,11.25,22.769295,0.060840786,-0.027022904,5.436277467512035e-05,0.03732343075120141,1.0,6.123233995736766e-17,-27.683027,-5888.5,3.975990056991577,500.0,300.0
15.25,132.0,1,0.0013557440834119916,15.121388888888887,23.410236,0.18501087,0.039728977,0.0007749739354621896,0.05211017753244415,0.49999999999999994,0.8660254037844387,-17.155085,-5976.0,4.086807727813721,500.0,300.0
15.25,132.0,2,0.0036587431095540524,40.808055555555555,19.730968,0.12008114,0.061590932,0.00022548330446164248,0.05604551970203599,0.8660254037844386,0.5000000000000001,-18.162853,-5976.0,4.086807727813721,500.0,300.0
15.25,132.0,3,0.00030311665614135563,3.3808333333333334,23.890352,0.09878017,0.055021703,0.0018612253479525112,0.0440036043360442,1.0,6.123233995736766e-17,-24.017693,-5976.0,4.086807727813721,500.0,300.0
15.25,132.25,2,0.0022842208854854107,25.477222222222224,23.421116,0.0973239,-0.019443434,0.001233164144708696,0.03101374472807776,0.8660254037844386,0.5000000000000001,-23.69703,-5436.25,9.554892539978027,500.0,300.0
15.25,132.5,1,0.0018677125917747617,20.831666666666667,23.49209,0.09667614,0.047333732,0.0010168611158266735,0.054735394263407594,0.49999999999999994,0.8660254037844387,-23.836971,-4896.5,3.5662479400634766,500.0,300.0
15.25,132.5,2,0.0006320844986476004,7.05,22.284779,0.1028942,-0.025888382,0.0006772110568822177,0.046466870979088165,0.8660254037844386,0.5000000000000001,-22.00865,-4896.5,3.5662479400634766,500.0,300.0
15.25,132.5,3,0.0015465897740796208,17.25,24.520224,0.08460677,0.06686504,0.0014630488283572005,0.04691940105947039,1.0,6.123233995736766e-17,-26.300266,-4896.5,3.5662479400634766,500.0,300.0
15.25,132.75,1,0.00032291599200107157,3.6016666666666666,26.200861,0.08838195,-0.038847066,9.467073497837594e-05,0.060496773559699804,0.49999999999999994,0.8660254037844387,-27.606182,-5098.5,3.655691623687744,500.0,300.0
15.25,132.75,2,0.0011063968995586038,12.340277777777779,24.03228,0.10963199,0.037049163,0.00038004858838500567,0.07239425179904492,0.8660254037844386,0.5000000000000001,-23.072495,-5098.5,3.655691623687744,500.0,300.0
15.25,132.75,3,0.003364193718880415,37.522777777777776,23.5795,0.11519462,0.059674002,0.0010818813074060876,0.04455976489693899,1.0,6.123233995736766e-17,-22.13096,-5098.5,3.655691623687744,500.0,300.0
15.25,133.0,1,0.0011582736624404788,12.918888888888889,22.20079,0.1283332,0.11748773,0.0014607906730240432,0.06174065993819285,0.49999999999999994,0.8660254037844387,-19.795578,-5300.5,0.9132007956504822,500.0,300.0
