yy,mm,lat5,lon5,cwp_grid,hhooks,alb_c,alb_n,yft_c,yft_n,bet_c,bet_n,mls_c,mls_n,blm_c,blm_n,bum_c,bum_n,swo_c,swo_n,oth_c,oth_n
1951,9,"00N","165E","61000016500",2494.00,10.038,768,96.926,3822,54.803,1765,0.000,0,0.000,0,49.799,852,0.000,0,0.651,146
1951,9,"05N","150E","61050015000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1951,9,"05N","155E","61050015500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1951,9,"05N","160E","61050016000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1951,9,"05N","165E","61050016500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1951,9,"05N","170E","61050017000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1951,9,"05N","175E","61050017500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1951,9,"10N","160E","61100016000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1951,9,"10N","165E","61100016500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1951,9,"20N","155E","61200015500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1951,9,"20N","160E","61200016000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1951,9,"25N","155E","61250015500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1951,9,"25N","170E","61250017000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1951,10,"00N","165E","61000016500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1951,10,"05N","165E","61050016500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1951,10,"05N","170E","61050017000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1951,10,"05N","175E","61050017500",6602.00,0.000,0,86.655,3417,147.177,4740,0.000,0,0.000,0,253.439,4336,0.000,0,2.609,585
1951,10,"10N","175E","61100017500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"00N","125E","61000012500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"00N","130E","61000013000",3540.68,5.192,371,251.769,8846,38.317,935,0.539,7,3.046,90,40.506,693,1.989,42,1.482,135
1952,1,"00N","135E","61000013500",12456.42,49.935,3568,1328.716,46685,381.163,9301,2.002,26,3.587,106,130.460,2232,9.233,195,9.163,936
1952,1,"00N","140E","61000014000",8553.43,11.546,825,787.488,27741,136.753,3337,1.617,21,2.809,83,107.373,1837,3.172,67,7.695,784
1952,1,"00N","145E","61000014500",3172.13,1.525,109,242.057,8527,89.133,2175,0.000,0,4.907,145,55.820,955,0.758,16,4.963,452
1952,1,"00N","150E","61000015000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"00N","155E","61000015500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"00N","160E","61000016000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"05N","110E","61050011000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"05N","125E","61050012500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"05N","130E","61050013000",1331.75,0.588,42,57.606,2024,55.939,1365,0.000,0,0.338,10,18.178,311,0.994,21,0.231,21
1952,1,"05N","135E","61050013500",3534.80,1.050,75,60.224,2116,159.744,3898,0.770,10,0.711,21,39.629,678,2.841,60,1.460,133
1952,1,"05N","140E","61050014000",2851.84,0.224,16,51.125,1801,214.125,5225,0.385,5,0.000,0,27.121,464,0.568,12,2.108,192
1952,1,"05N","145E","61050014500",2065.62,0.434,31,55.241,1946,161.875,3950,0.385,5,0.169,5,26.069,446,0.758,16,1.427,130
1952,1,"05N","150E","61050015000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"05N","155E","61050015500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"05N","160E","61050016000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"05N","175E","61050017500",1146.47,0.294,21,26.162,893,134.622,3285,0.000,0,0.000,0,15.197,260,0.237,5,0.055,5
1952,1,"05N","175W","64050017000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"05N","180W","64050017500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"05S","135E","62000013500",3460.70,27.230,1764,281.928,10593,57.004,1391,0.000,0,4.399,130,41.266,706,2.462,52,5.353,503
1952,1,"05S","140E","62000014000",1180.73,0.697,47,109.089,4328,20.408,498,0.000,0,2.267,67,23.029,394,0.000,0,3.091,291
1952,1,"10N","110E","61100011000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"10N","115E","61100011500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"10N","120E","61100012000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"10N","125E","61100012500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"10N","130E","61100013000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"10N","135E","61100013500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"10N","140E","61100014000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"10N","145E","61100014500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"10N","150E","61100015000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"10N","155E","61100015500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"10N","170E","61100017000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"10N","175E","61100017500",6039.08,8.495,607,84.913,2637,663.399,16188,8.394,109,0.880,26,69.789,1194,3.930,83,2.855,260
1952,1,"10N","175W","64100017000",1538.58,14.009,1001,26.131,779,215.437,5257,2.002,26,0.169,5,18.529,317,0.237,5,0.000,0
1952,1,"10N","180W","64100017500",5337.92,15.115,1080,45.956,1370,697.823,17028,6.777,88,1.218,36,70.374,1204,1.989,42,1.197,109
1952,1,"10S","150E","62050015000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"10S","155E","62050015500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"15N","110E","61150011000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"15N","115E","61150011500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"15N","125E","61150012500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"15N","130E","61150013000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"15N","135E","61150013500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"15N","140E","61150014000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"15N","145E","61150014500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"15N","150E","61150015000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"15N","155E","61150015500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"15S","145E","62100014500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"15S","150E","62100015000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"15S","155E","62100015500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"20N","120E","61200012000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"20N","125E","61200012500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"20N","130E","61200013000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"20N","135E","61200013500",1487.87,12.862,919,21.243,841,9.240,462,7.162,93,0.000,0,0.585,10,1.705,36,2.855,260
1952,1,"20N","140E","61200014000",1807.79,7.837,560,20.521,899,52.660,1285,13.939,181,0.000,0,2.630,45,6.298,133,0.537,59
1952,1,"20N","145E","61200014500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"20N","150E","61200015000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"20N","155E","61200015500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"25N","120E","61250012000",1198.18,0.000,0,0.000,0,0.000,0,9.780,127,67.342,1990,1.695,29,0.331,7,12.034,1096
1952,1,"25N","125E","61250012500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"25N","130E","61250013000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"25N","135E","61250013500",12357.80,777.376,55546,11.923,472,59.380,2969,88.947,1155,0.000,0,3.098,53,25.664,542,0.109,17
1952,1,"25N","140E","61250014000",10292.46,501.937,35865,6.505,285,70.610,1723,103.501,1344,0.169,5,2.747,47,38.117,805,0.392,88
1952,1,"25N","145E","61250014500",11566.17,682.181,48744,2.716,119,40.817,996,89.101,1157,0.000,0,4.267,73,32.198,680,1.011,212
1952,1,"25N","150E","61250015000",4700.69,256.028,18294,1.895,83,27.867,680,45.975,597,0.000,0,1.812,31,24.811,524,1.237,270
1952,1,"25N","155E","61250015500",2896.59,293.297,20957,0.479,21,18.728,457,29.957,389,0.000,0,0.585,10,13.495,285,0.055,5
1952,1,"25N","160E","61250016000",1030.99,109.610,7832,0.319,10,11.065,270,7.624,99,0.000,0,0.292,5,7.860,166,0.302,20
1952,1,"25N","170E","61250017000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"25N","175E","61250017500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"30N","125E","61300012500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"30N","130E","61300013000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1952,1,"30N","135E","61300013500",12041.27,577.007,41229,21.483,719,233.550,5699,93.105,1209,0.000,0,1.286,22,32.103,678,1.299,58
1952,1,"30N","140E","61300014000",22475.19,1437.571,102719,26.456,913,360.755,8803,77.010,1000,0.000,0,3.098,53,216.200,4566,2.084,291
1952,1,"30N","145E","61300014500",17965.67,494.520,35335,3.014,104,500.049,12202,41.893,544,0.000,0,3.215,55,437.845,9247,0.796,67
1952,1,"30N","150E","61300015000",7227.22,583.991,41728,4.057,140,78.765,1922,48.362,628,0.000,0,2.104,36,52.274,1104,0.879,93
1952,1,"30N","155E","61300015500",10904.14,830.068,59311,5.100,176,148.228,3617,94.337,1225,0.000,0,3.916,67,57.483,1214,0.204,31
1952,1,"30N","160E","61300016000",3085.71,292.863,20926,0.987,26,55.939,1365,11.166,145,0.000,0,1.520,26,25.569,540,0.210,47
1952,1,"30N","165E","61300016500",2613.17,220.886,15783,0.798,21,41.882,1022,10.781,140,0.000,0,0.292,5,20.171,426,0.309,62
1952,1,"30N","170E","61300017000",1046.56,95.881,6851,0.000,0,21.269,519,4.005,52,0.000,0,0.935,16,7.150,151,0.000,0
1952,1,"30N","175E","61300017500",14600.20,409.093,29231,5.735,151,459.396,11210,104.734,1360,0.000,0,3.039,52,59.472,1256,10.810,493
1952,1,"35N","140E","61350014000",19513.06,639.454,45691,2.028,70,367.722,8973,13.323,173,0.000,0,0.000,0,523.975,11066,9.245,238
1952,1,"35N","145E","61350014500",11953.48,89.723,6411,0.290,10,170.071,4150,1.848,24,0.000,0,0.000,0,420.847,8888,24.654,611
1952,1,"35N","150E","61350015000",1870.91,8.145,582,0.000,0,18.155,443,0.000,0,0.000,0,0.000,0,74.245,1568,2.340,58
1952,1,"35N","155E","61350015500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
