date,year,month,day_of_year,lat,lon,sst,chl,ssh,do,current_speed,front_strength,eddy_strength,phi,hsi,cpue_kg_per_day,species,proxy_cpue,bathy_depth,bathy_slope,bathy_dist_to_seamount,bathy_dist_to_shelf_break
2019-11-15,2019,11,319,24.0,136.0,23.81,0.43,-0.0144,4.91,0.105,0.0517,73.2,0.497,0.3148,32.1,yellowfin,0.847220505586928,-3994.5859375,1.1953444480895996,500.0,300.0
2019-11-15,2019,11,319,18.0,144.0,25.95,0.31,0.0305,4.47,0.141,0.0431,129.2,0.506,0.677,43.8,yellowfin,0.38904355449602923,-3999.958251953125,0.007620806340128183,500.0,300.0
2019-11-15,2019,11,319,13.0,152.0,27.67,0.21,0.0596,2.61,0.241,0.0468,142.3,0.323,0.7723,54.6,yellowfin,0.3023837070613977,-3999.61376953125,0.03350391238927841,485.4700622558594,300.0
2019-11-15,2019,11,319,8.0,160.0,29.34,0.19,0.0626,3.76,0.299,0.0389,79.4,0.507,0.6692,65.3,yellowfin,0.9397043347459635,-4000.0,0.0,500.0,300.0
2019-11-15,2019,11,319,6.0,168.0,29.93,0.23,0.0555,3.63,0.295,0.0226,56.3,0.504,0.6367,68.9,yellowfin,0.751653984032541,-4000.0,0.0,500.0,300.0
2019-12-15,2019,12,349,25.0,134.0,24.44,0.45,-0.0094,4.83,0.113,0.0416,70.1,0.506,0.4303,34.5,yellowfin,0.24998442254267433,-3985.682373046875,0.5807504057884216,500.0,300.0
2019-12-15,2019,12,349,20.0,141.0,25.87,0.35,0.026,4.52,0.113,0.0206,178.7,0.51,0.6826,40.2,yellowfin,0.827403066443386,-4000.0,0.0006317291408777237,500.0,300.0
2019-12-15,2019,12,349,15.0,149.0,27.24,0.25,0.0613,4.21,0.2,0.0462,153.6,0.51,0.7968,50.8,yellowfin,0.7745117494856991,-2204.69482421875,4.188150882720947,107.40596008300781,300.0
2019-12-15,2019,12,349,10.0,157.0,29.3,0.15,0.076,2.3,0.287,0.0197,76.6,0.31,0.6115,59.1,yellowfin,0.5712602255278524,-4000.0,0.0,500.0,300.0
2019-12-15,2019,12,349,7.0,165.0,30.47,0.21,0.0705,3.57,0.299,0.0314,80.8,0.509,0.5309,62.7,yellowfin,0.5767989737443545,-4000.0,0.0,500.0,300.0
2020-01-15,2020,1,15,24.0,136.0,25.41,0.4418,0.0006,4.67,0.105,0.0958,63.4,0.514,0.6237,43.8,yellowfin,0.1386461255990976,-3994.5859375,1.1953444480895996,500.0,300.0
2020-01-15,2020,1,15,18.0,144.0,26.77,0.3218,0.0455,4.34,0.141,0.0781,117.2,0.513,0.8092,51.2,yellowfin,0.4790852406936761,-3999.958251953125,0.007620806340128183,500.0,300.0
2020-01-15,2020,1,15,12.0,152.0,28.85,0.2018,0.0776,2.41,0.259,0.0617,167.9,0.317,0.7325,60.5,yellowfin,0.42692276586528854,-3999.958251953125,0.0076246121898293495,500.0,300.0
2020-01-15,2020,1,15,8.0,161.0,30.67,0.2018,0.0776,3.56,0.299,0.0101,64.6,0.513,0.4909,66.8,yellowfin,0.8450935840677537,-4000.0,0.0,500.0,300.0
2020-02-15,2020,2,46,26.0,133.0,25.23,0.4964,-0.0145,4.74,0.426,0.082,51.4,0.517,0.596,40.1,yellowfin,0.2831145424827708,-3971.32763671875,0.9623232483863831,500.0,300.0
2020-02-15,2020,2,46,20.0,141.0,26.49,0.3764,0.026,4.43,0.113,0.0045,130.8,0.516,0.7995,47.5,yellowfin,0.8221548407035552,-4000.0,0.0006317291408777237,500.0,300.0
2020-02-15,2020,2,46,14.0,149.0,27.99,0.2564,0.0664,2.58,0.221,0.0288,151.7,0.325,0.8327,56.9,yellowfin,0.6616491686297279,-2848.885498046875,4.325674057006836,154.7679901123047,300.0
2020-02-15,2020,2,46,9.0,158.0,30.41,0.1964,0.0754,2.12,0.295,0.0108,118.6,0.301,0.5266,64.2,yellowfin,0.3105025787327531,-4000.0,0.0,500.0,300.0
2020-03-15,2020,3,75,25.0,135.0,25.18,0.4926,-0.0204,4.72,0.113,0.0643,64.2,0.514,0.5858,44.6,yellowfin,0.5829469412810009,-3999.757080078125,0.07064282894134521,500.0,300.0
2020-03-15,2020,3,75,19.0,143.0,26.55,0.3726,0.0228,4.4,0.126,0.0663,113.9,0.514,0.8066,53.8,yellowfin,0.6667830762669983,-3999.999755859375,0.0032532047480344772,500.0,300.0
2020-03-15,2020,3,75,13.0,151.0,28.37,0.2526,0.0596,2.5,0.241,0.0545,160.4,0.321,0.8216,65.1,yellowfin,0.1414181207609645,-3991.332275390625,0.31989002227783203,392.6949157714844,300.0
2020-03-15,2020,3,75,8.0,160.0,30.68,0.2326,0.0626,3.56,0.299,0.0039,79.6,0.513,0.5144,73.4,yellowfin,0.5042000309782388,-4000.0,0.0,500.0,300.0
2020-04-15,2020,4,106,27.0,131.0,23.85,0.54,-0.0446,4.96,0.441,0.0852,70.4,0.504,0.332,38.2,yellowfin,0.967854778203005,-3996.429931640625,0.20245042443275452,500.0,300.0
2020-04-15,2020,4,106,21.0,139.0,25.58,0.42,-0.0078,4.58,0.105,0.0553,92.0,0.509,0.6526,49.7,yellowfin,0.5743054492300262,-3969.6162109375,1.722469449043274,500.0,300.0
2020-04-15,2020,4,106,15.0,147.0,27.25,0.3,0.0354,4.21,0.2,0.0604,153.5,0.51,0.8424,62.3,yellowfin,0.9556637984462791,-2204.69482421875,4.188150882720947,107.40596008300781,300.0
2020-04-15,2020,4,106,10.0,156.0,29.31,0.2,0.05,2.3,0.287,0.0225,106.9,0.31,0.6855,74.8,yellowfin,0.91789060549632,-4000.0,0.0,500.0,300.0
2020-05-15,2020,5,136,28.0,130.0,22.34,0.5526,-0.0626,5.21,0.159,0.0664,55.5,0.488,0.1316,32.9,yellowfin,0.605544142393809,-3999.9931640625,0.0034490651451051235,500.0,300.0
2020-05-15,2020,5,136,22.0,138.0,24.52,0.4326,-0.0305,4.76,0.101,0.0859,92.0,0.501,0.4443,45.1,yellowfin,0.49035925145264203,-3999.487060546875,0.2774035334587097,500.0,300.0
2020-05-15,2020,5,136,16.0,146.0,26.65,0.3126,0.0144,4.32,0.179,0.0873,159.4,0.508,0.7874,58.6,yellowfin,0.5537346242271945,-3696.569580078125,2.6439831256866455,241.42852783203125,300.0
2020-05-15,2020,5,136,11.0,155.0,28.35,0.2126,0.0344,2.47,0.274,0.0262,125.6,0.316,0.7751,69.3,yellowfin,0.7924161517619445,-4000.0,0.0,500.0,300.0
2020-06-15,2020,6,167,26.0,134.0,22.01,0.4964,-0.0664,5.22,0.426,0.0605,77.2,0.48,0.1025,39.7,yellowfin,0.8321695781702468,-3998.21728515625,0.20840080082416534,500.0,300.0
2020-06-15,2020,6,167,20.0,142.0,24.62,0.3764,-0.026,4.71,0.113,0.0316,113.0,0.497,0.4513,52.4,yellowfin,0.810187006523822,-3999.999755859375,0.0032578192185610533,500.0,300.0
2020-06-15,2020,6,167,14.0,150.0,27.01,0.2564,0.0145,2.73,0.221,0.0693,150.5,0.326,0.7834,66.8,yellowfin,0.5781678420408867,-3696.569580078125,2.6439831256866455,242.32080078125,300.0
2020-06-15,2020,6,167,9.0,159.0,28.3,0.1964,0.0234,2.43,0.295,0.0282,125.5,0.311,0.7538,80.1,yellowfin,0.9213491465300702,-4000.0,0.0,500.0,300.0
2020-07-15,2020,7,197,25.0,136.0,21.72,0.4618,-0.0654,5.24,0.113,0.0751,55.5,0.475,0.0815,45.3,yellowfin,0.751587383717702,-3912.951904296875,1.6328835487365723,500.0,300.0
2020-07-15,2020,7,197,19.0,144.0,24.65,0.3418,-0.0222,4.68,0.126,0.0322,122.2,0.496,0.4469,58.7,yellowfin,0.3393254506413187,-3999.9892578125,0.014183931052684784,500.0,300.0
2020-07-15,2020,7,197,13.0,152.0,26.98,0.2218,0.0146,2.71,0.241,0.0485,141.1,0.324,0.7431,72.1,yellowfin,0.4908129660865159,-3999.61376953125,0.03350391238927841,485.4700622558594,300.0
2020-07-15,2020,7,197,8.0,161.0,27.98,0.2018,0.0176,3.96,0.299,0.0228,92.5,0.498,0.766,84.5,yellowfin,0.212320234139534,-4000.0,0.0,500.0,300.0
2020-08-15,2020,8,228,27.0,132.0,20.41,0.4939,-0.0705,5.48,0.441,0.0803,83.8,0.463,0.0264,41.8,yellowfin,0.43973464689701125,-3996.429931640625,0.20245042443275452,500.0,300.0
2020-08-15,2020,8,228,21.0,140.0,23.49,0.3739,-0.0338,4.9,0.105,0.0747,172.8,0.488,0.2576,54.2,yellowfin,0.5359055040357091,-3999.933349609375,0.20347751677036285,500.0,300.0
2020-08-15,2020,8,228,15.0,148.0,26.5,0.2539,0.0094,4.33,0.2,0.0625,130.4,0.504,0.7205,67.6,yellowfin,0.7280973802439318,-1200.0,0.0,0.0,300.0
2020-08-15,2020,8,228,10.0,157.0,27.43,0.1539,0.024,2.59,0.287,0.0093,109.6,0.316,0.6732,79.3,yellowfin,0.6377071291626741,-4000.0,0.0,500.0,300.0
2020-09-15,2020,9,259,26.0,134.0,21.23,0.4709,-0.0555,5.34,0.426,0.0755,75.8,0.471,0.0544,37.5,yellowfin,0.43741727504900996,-3998.21728515625,0.20840080082416534,500.0,300.0
2020-09-15,2020,9,259,20.0,142.0,24.16,0.3509,-0.015,4.78,0.113,0.0247,127.9,0.493,0.3616,49.8,yellowfin,0.9856197244165441,-3999.999755859375,0.0032578192185610533,500.0,300.0
2020-09-15,2020,9,259,14.0,150.0,26.77,0.2309,0.0255,2.76,0.221,0.0331,111.9,0.327,0.732,62.1,yellowfin,0.2510952165355448,-3696.569580078125,2.6439831256866455,242.32080078125,300.0
2020-09-15,2020,9,259,9.0,159.0,27.79,0.1709,0.0344,2.51,0.295,0.0155,104.7,0.313,0.7158,73.6,yellowfin,0.8676053838991051,-4000.0,0.0,500.0,300.0
2020-10-15,2020,10,289,24.0,137.0,22.89,0.4302,-0.0294,5.05,0.105,0.0843,56.7,0.487,0.1848,34.2,yellowfin,0.829425575800641,-3912.952880859375,1.5607727766036987,500.0,300.0
2020-10-15,2020,10,289,18.0,145.0,25.48,0.3102,0.0155,4.54,0.141,0.0535,152.9,0.502,0.5912,45.6,yellowfin,0.1613247169758156,-3999.060791015625,0.07385315746068954,462.1146240234375,300.0
2020-10-15,2020,10,289,12.0,153.0,27.54,0.1902,0.0476,2.61,0.259,0.0323,127.2,0.321,0.739,57.3,yellowfin,0.3473470953997324,-3999.999267578125,0.000332999334204942,500.0,300.0
2020-10-15,2020,10,289,8.0,162.0,28.54,0.1902,0.0476,3.88,0.299,0.0206,53.1,0.502,0.7354,67.8,yellowfin,0.9932624846157664,-4000.0,0.0,500.0,300.0
2020-11-15,2020,11,320,25.0,135.0,23.45,0.45,-0.0204,4.98,0.113,0.0872,81.8,0.495,0.2605,31.8,yellowfin,0.913680464136648,-3999.757080078125,0.07064282894134521,500.0,300.0
2020-11-15,2020,11,320,19.0,143.0,25.6,0.33,0.0228,4.54,0.126,0.0717,159.6,0.505,0.6238,42.5,yellowfin,0.7526819462993126,-3999.999755859375,0.0032532047480344772,500.0,300.0
2020-11-15,2020,11,320,13.0,151.0,27.68,0.21,0.0596,2.61,0.241,0.0224,115.5,0.323,0.7725,53.1,yellowfin,0.4645106391280053,-3991.332275390625,0.31989002227783203,392.6949157714844,300.0
2020-11-15,2020,11,320,8.0,160.0,29.34,0.19,0.0626,3.76,0.299,0.0252,86.2,0.507,0.6692,62.4,yellowfin,0.7697381368578158,-4000.0,0.0,500.0,300.0
2020-12-15,2020,12,350,24.0,136.0,24.73,0.43,-0.0034,4.77,0.105,0.0903,158.6,0.507,0.4846,33.6,yellowfin,0.9356846260444271,-3994.5859375,1.1953444480895996,500.0,300.0
2020-12-15,2020,12,350,18.0,144.0,26.42,0.31,0.0414,4.4,0.141,0.0614,168.0,0.51,0.7539,41.9,yellowfin,0.28352074826513307,-3999.958251953125,0.007620806340128183,500.0,300.0
2020-12-15,2020,12,350,12.0,152.0,28.5,0.19,0.0735,2.47,0.259,0.0691,137.1,0.318,0.737,51.2,yellowfin,0.5972727836230828,-3999.958251953125,0.0076246121898293495,500.0,300.0
2020-12-15,2020,12,350,8.0,161.0,30.1,0.19,0.0735,3.64,0.299,0.0168,91.1,0.511,0.5681,58.7,yellowfin,0.18391078617114084,-4000.0,0.0,500.0,300.0
2021-01-15,2021,1,15,25.0,134.0,25.17,0.4618,-0.0054,4.72,0.113,0.0645,65.9,0.514,0.5787,44.1,yellowfin,0.2343395208036806,-3985.682373046875,0.5807504057884216,500.0,300.0
2021-01-15,2021,1,15,19.0,142.0,26.55,0.3418,0.0378,4.4,0.126,0.0403,140.2,0.514,0.7909,52.8,yellowfin,0.46246940086316635,-4000.0,7.849637768231332e-05,500.0,300.0
2021-01-15,2021,1,15,13.0,150.0,28.38,0.2218,0.0746,2.5,0.241,0.0963,96.9,0.321,0.7859,61.5,yellowfin,0.4000642812449132,-3920.0166015625,1.3216480016708374,309.8613586425781,300.0
2021-02-15,2021,2,46,26.0,133.0,25.23,0.4964,-0.0145,4.74,0.426,0.0937,29.2,0.517,0.596,41.3,yellowfin,0.33702595293157633,-3971.32763671875,0.9623232483863831,500.0,300.0
2021-02-15,2021,2,46,20.0,141.0,26.49,0.3764,0.026,4.43,0.113,0.0153,151.2,0.516,0.7995,50.6,yellowfin,0.3999221797479776,-4000.0,0.0006317291408777237,500.0,300.0
2021-02-15,2021,2,46,14.0,149.0,27.99,0.2564,0.0664,2.58,0.221,0.0513,120.7,0.325,0.8327,59.2,yellowfin,0.17373067392167388,-2848.885498046875,4.325674057006836,154.7679901123047,300.0
2021-03-15,2021,3,74,24.0,136.0,25.41,0.4726,-0.0144,4.67,0.105,0.0657,95.2,0.514,0.6298,46.8,yellowfin,0.95695864894564,-3994.5859375,1.1953444480895996,500.0,300.0
2021-03-15,2021,3,74,18.0,144.0,26.77,0.3526,0.0305,4.34,0.141,0.0354,149.6,0.513,0.8271,57.3,yellowfin,0.310448549481717,-3999.958251953125,0.007620806340128183,500.0,300.0
2021-03-15,2021,3,74,12.0,152.0,28.85,0.2326,0.0626,2.41,0.259,0.0509,111.1,0.317,0.771,68.1,yellowfin,0.61818823981592,-3999.958251953125,0.0076246121898293495,500.0,300.0
2021-04-15,2021,4,105,27.0,131.0,23.85,0.54,-0.0446,4.96,0.441,0.1229,67.4,0.504,0.332,39.5,yellowfin,0.9368333464866918,-3996.429931640625,0.20245042443275452,500.0,300.0
2021-04-15,2021,4,105,21.0,139.0,25.58,0.42,-0.0078,4.58,0.105,0.0395,122.1,0.509,0.6526,52.1,yellowfin,0.63113863716283,-3969.6162109375,1.722469449043274,500.0,300.0
2021-04-15,2021,4,105,15.0,147.0,27.25,0.3,0.0354,4.21,0.2,0.0368,164.6,0.51,0.8424,64.7,yellowfin,0.8798117000625114,-2204.69482421875,4.188150882720947,107.40596008300781,300.0
2021-05-15,2021,5,135,28.0,129.0,22.33,0.7526,-0.0626,5.21,0.159,0.0641,48.6,0.488,0.1328,34.2,yellowfin,0.48131469524210924,-3999.99951171875,0.0007229268085211515,500.0,300.0
2021-05-15,2021,5,135,22.0,137.0,24.52,0.4326,-0.0305,4.76,0.101,0.0901,123.6,0.501,0.4428,47.8,yellowfin,0.5780278693481323,-3999.933349609375,0.2014034539461136,500.0,300.0
2021-05-15,2021,5,135,16.0,145.0,26.65,0.3126,0.0144,4.32,0.179,0.026,143.2,0.508,0.7874,61.3,yellowfin,0.979305523393786,-3967.117919921875,0.6824870705604553,340.1339111328125,300.0
2021-06-15,2021,6,166,26.0,133.0,22.0,0.4964,-0.0664,5.22,0.426,0.0705,48.4,0.48,0.1017,41.9,yellowfin,0.42536956419812855,-3971.32763671875,0.9623232483863831,500.0,300.0
2021-06-15,2021,6,166,20.0,141.0,24.62,0.3764,-0.026,4.71,0.113,0.0377,137.5,0.497,0.4506,55.6,yellowfin,0.5985219525298464,-4000.0,0.0006317291408777237,500.0,300.0
2021-06-15,2021,6,166,14.0,149.0,27.02,0.2564,0.0145,2.73,0.221,0.0248,160.6,0.326,0.7838,69.2,yellowfin,0.6008782609351205,-2848.885498046875,4.325674057006836,154.7679901123047,300.0
2021-07-15,2021,7,196,25.0,135.0,21.72,0.4618,-0.0654,5.24,0.113,0.1224,91.3,0.475,0.0809,48.1,yellowfin,0.5470604863279146,-3999.757080078125,0.07064282894134521,500.0,300.0
2021-07-15,2021,7,196,19.0,143.0,24.65,0.3418,-0.0222,4.68,0.126,0.0196,128.8,0.496,0.4466,61.8,yellowfin,0.6885030569310338,-3999.999755859375,0.0032532047480344772,500.0,300.0
2021-07-15,2021,7,196,13.0,151.0,26.99,0.2218,0.0146,2.71,0.241,0.0753,120.1,0.324,0.7438,75.4,yellowfin,0.41987552353764235,-3991.332275390625,0.31989002227783203,392.6949157714844,300.0
2021-08-15,2021,8,227,27.0,131.0,20.4,0.4939,-0.0705,5.48,0.441,0.0889,70.3,0.463,0.0261,44.6,yellowfin,0.2294036529511431,-3996.429931640625,0.20245042443275452,500.0,300.0
2021-08-15,2021,8,227,21.0,139.0,23.48,0.3739,-0.0338,4.9,0.105,0.0615,117.2,0.488,0.2568,57.3,yellowfin,0.825683944736424,-3969.6162109375,1.722469449043274,500.0,300.0
